Influencer,videoName,text_text,cluster_label,umap_1,umap_2
0_shufen,0_shufen-20250902190256-1774419209918701,"(1) Decorative Text: '來台灣沒胖個幾公斤 就不算來過台灣' (If you don't gain a few kilograms in Taiwan, you haven't really been to Taiwan). The tone is humorous and serves as a relatable hook for travel and food lovers.",6,9.351406,-2.0082111
0_shufen,0_shufen-20250903021645-1740247386951366,(1) '天啊!!' (Oh my god!!) - Emotional hook. (2) '為什麼' (Why) - Curious tone. (3) '那麽受歡迎了' (So popular) - Explanatory. (4) '很溫柔' (Very gentle) - Descriptive. (5) '還女人' (Even more womanly) - Emphasis. (6) '當紅姐看到蟑螂的反應' (Red sister's reaction when seeing a cockroach) - Scenario title. (7) '這是一個什麼呀~' (What is this~) - Gentle inquiry. (8) '當我看到蟑螂的反應' (My reaction when seeing a cockroach) - Contrast title. (9) '哇' (Wow) - Shocked reaction.,1,12.535236,-0.39554623
0_shufen,0_shufen-20250903023435-2964603773749611,"(1) Functional Text: '其實呢 我一直以來 都很內向' (Actually, I've always been very introverted) expressing a sincere tone. (2) Functional Text: '怎麼說呢... 就很像...' (How should I say... it's like...) indicating hesitation. (3) Decorative/Effect Text: '我想 分手💔' (I want to break up) with a sad emotional tone. (4) Decorative/Effect Text: '痛苦面具' (Mask of pain) and '5555' (onomatopoeia for crying) used as humorous stickers. (5) Functional Text: '所以我就 叫我的新男友跟他說' (So I asked my new boyfriend to tell him) presenting an ironic punchline.",0,10.041126,-1.4040719
0_shufen,0_shufen-20250903041712-1564497264617068,"(1) Top Functional Text: '粉絲Q&A 完整影片 請到我的頻道觀看' (Fan Q&A Full Video, Please visit my channel to watch) in a bold black font on a white background. (2) Dynamic Variety Subtitles: These appear in the center of the frame as the speaker talks, using colored text boxes (e.g., '要怎麼才能當淑芬的男朋友') to highlight fan questions. (3) Bottom Hook Text: 'YouTube 淑芬不受控' (YouTube Shufen Uncontrolled) with a magnifying glass icon, serving as a call-to-action for her channel.",4,7.8443723,0.27723455
0_shufen,0_shufen-20250903140356-1918596815532232,(1) None,3,-3.2893913,7.36787
0_shufen,0_shufen-20250903152847-2677577962592428,"(1) ""最近呢 有一個煩惱"" (Recently, I have a trouble) - Functional text with a neutral/sad tone. (2) ""就是... 我想和男朋友 去看電影"" (is... I want to go to the movies with my boyfriend) accompanied by movie title stickers like ""封神?"", ""哪吒?"", ""射雕?"", ""美國隊長?"" and a popcorn emoji. (3) ""所以我想問你們 有什麼男朋友 可以介紹一下"" (So I want to ask you, any boyfriends you can introduce?) - Functional text with a humorous tone.",0,10.955294,-1.7246097
0_shufen,0_shufen-20250903171136-2160370448111769,(1) '奉勸大家' (Advising everyone) - Hook text. (2) '睡前的時候千萬不要滑手機' (Must not scroll phone before bed) - Functional advice text. (3) '不然真的很嚴重' (Otherwise it's really serious) - Warning text. (4) '神經系統失調' (Nervous system disorder) - Pseudo-medical concern. (5) '靠邀' (Slang exclamation) - Emotional emphasis. (6) '流口水' (Drooling) - Humorous consequence. (7) '看小鮮肉的影片' (Watching videos of young handsome men) - The punchline reveal.,1,12.096271,-0.84782577
0_shufen,0_shufen-20250904041023-4261504497398681,"(1) Small white watermark text appears in the bottom right corner for the duration of the video, though it is mostly illegible and serves as functional platform identification.",6,6.682248,-1.2850122
0_shufen,0_shufen-20250904140410-1447376430235569,"(1) Functional Text: ""谁想要这感冒病毒"" (Who wants this cold virus), tone is playful. (2) Functional Text: ""在下面留言"" (Leave a comment below), tone is direct and inviting.",0,10.55504,-2.3968441
0_shufen,0_shufen-20250904152353-729899526658069,"(1) ""今天去商场买了内裤"" (Functional): ""Today I went to the mall and bought underwear."" (2) ""洗完头出来"" (Functional): ""Came out after washing my hair."" (3) ""妳的内裤忘了拿"" (Decorative/Hook): ""You forgot to take your underwear!"" - written in large, emphasized yellow and red characters to signal the punchline. (4) ""害我尴尬死"" (Functional): ""It made me so embarrassed."" (5) ""OMG..."" (Decorative): Expression of shock/humor.",1,11.9522505,-1.1357348
0_shufen,0_shufen-20250904165738-1944821433052326,"(1) Functional Text: ""诶，你在干嘛"" (Hey, what are you doing?) - inquisitive tone. (2) Functional Text: ""我"" (I). (3) Functional Text: ""我在帮别人制造机会啊"" (I am creating opportunities for others) - witty and playful tone.",0,10.568878,-2.4005575
0_shufen,0_shufen-20250904171517-1196888019196186,"(1) Functional Text: White subtitles appear at the bottom: '今天有個弟弟跟我告白' (Today a younger brother confessed to me). (2) Functional Text: '我就拒絕他說...' (I rejected him saying...). (3) Decorative Text: '我不喜歡小孩子' (I don't like kids) appears in a stylized pink font for emphasis. (4) Decorative Text: '妳放心吧 我會帶套的!!' (Don't worry, I'll bring a condom!!) appears in bold red and yellow variety-show style text to highlight the punchline.",4,8.677557,-0.53771764
0_shufen,0_shufen-20250904190308-869130576000209,(1) Functional Text: '我朋友' (My friend) - neutral tone. (2) Decorative Text: '騙我欸' (lied to me) - complaining tone. (3) Decorative Text: '素食者🌱' (vegetarian) - factual tone. (4) Functional Text: '她明明跟我說' (She clearly told me) - narrative tone. (5) Functional Text: '她看到肉' (She sees meat) - descriptive tone. (6) Functional Text: '會想要吐' (would want to vomit) - expressive tone. (7) Functional Text: '結果' (But then) - transition tone. (8) Functional Text: '我發現她' (I found out she) - revealing tone. (9) Functional Text: '有追蹤' (is following) - revealing tone. (10) Decorative Text: '肌肉男欸' (muscular men) - humorous punchline tone.,0,10.534998,-1.918216
0_shufen,0_shufen-20250904190626-25726444630315954,"(1) Functional Text: ""最近過的不是很順"" (Things haven't been going well lately), tone is somber. (2) Functional Text: ""今天我去面試"" (I went for an interview today). (3) Functional Text: ""面試官問我 姓什麼"" (The interviewer asked what my surname is). (4) Functional Text: ""我跟他說.."" (I told him...). (5) Functional Text: ""我姓衝動"" (My surname is Impulse), used as a pun. (6) Functional Text: ""他就把我趕出來了"" (He kicked me out), delivery of the punchline.",0,10.742168,-2.2519758
0_shufen,0_shufen-20250904223800-1589940985582024,"(1) Functional Text: ""男生"" (Boys/Men) appearing at the start to identify the subject. (2) Decorative/Hook Text: ""減分行為"" (Point-reducing behavior) establishing the video's theme in a bold yellow font. (3) Functional Text: ""1 指甲太長"" (1 Fingernails too long), ""2 太臭了"" (2 Too smelly), and ""3 開房的錢要AA"" (3 Splitting the bill for the hotel room) appearing sequentially to list the creator's points.",4,7.7343183,0.57460696
0_shufen,0_shufen-20250905012518-1294397242515994,"(1) Functional Text: ""那天整天問我有沒有"" (Asked me all day if I have), ""男朋友的人很煩餒"" (people asking about a boyfriend are so annoying). Tone is venting. (2) Functional Text: ""我就時有時無啊"" (I just sometimes have and sometimes don't), ""跟你說沒有"" (Told you no). Tone is matter-of-fact. (3) Functional Text: ""然後下次你又問"" (Then next time you ask again), ""我跟你說有"" (I tell you yes), ""然後你就說我騙你"" (Then you say I lied to you), ""啊 超煩的"" (Ah, super annoying). Tone is humorous frustration.",0,10.68809,-2.2376685
0_shufen,0_shufen-20250905070450-1461416632060937,(1) '不要不開心' (Don't be unhappy): Functional text with a comforting and sweet tone. (2) '我可以' (I can): Functional text continuing the dialogue. (3) '放屁給你聽' (fart for you to hear): Functional text serving as a humorous and subversive punchline.,0,11.7593975,-1.4363028
0_shufen,0_shufen-20250905152055-3835027656806284,(1) Functional Text: '幹' (Gàn) - used as an emphatic exclamation. (2) Functional Text: '台灣的早餐真的不能亂吃欸' (Taiwan's breakfast really can't be eaten carelessly) - a warning tone. (3) Functional Text: '臉上會長東西啊' (Something will grow on your face) - a mysterious or cautionary tone. (4) Decorative/Hook Text: '我臉上長了什麼嗎？' (Did something grow on my face?) - engaging the audience. (5) Decorative/Hook Text: '笑容啊' (A smile) followed by '哈哈哈哈' (Hahaha) - a humorous and cheerful tone.,0,10.431917,-1.6626827
0_shufen,0_shufen-20250905211057-1218230043289605,(1) Functional Text: 那天我跟 曖昧對象說 (That day I said to my crush) - Neutral tone. (2) Decorative Text: 真希望 遇到一個 能夠把我 餵飽的男人 (I really hope to meet a man who can fill me up) - Suggestive/Romantic tone. (3) Functional Text: 今天呢.. 他就帶我去 飯店 (Today.. he took me to a restaurant/hotel) - Expectant tone. (4) Hook Text: 吃那個 吃到飽 (Buffet) (To eat that all-you-can-eat buffet) - Comical/Literal tone. (5) Decorative Text: '?' and '!' icons - Confused tone.,0,10.500285,-1.5616828
0_shufen,0_shufen-20250906073531-1252052250149346,(1) 護士：一個人來嗎？ (Nurse: Did you come alone?) - Inquisitive tone. (2) 護士：等下有人來陪妳嗎？ (Nurse: Is anyone coming to stay with you later?) - Concerned tone. (3) 護士：自己開車來醫院啊？ (Nurse: You drove yourself to the hospital?) - Surprised tone. (4) 護士：手術後自己開車回家？ (Nurse: Driving home alone after surgery?) - Disbelieving and dramatic tone.,1,12.610763,-0.9060167
0_shufen,0_shufen-20250906090959-1433691898406543,"(1) Functional Text: ""今天去 相親"" (Went on a blind date today) - Narrative tone. (2) Functional Text: ""那個相親對象 好難聊喔!"" (That blind date partner was so hard to talk to!) - Expressive tone. (3) Functional Text: ""我就很婉轉的跟他說"" (I very tactfully told him) - Descriptive tone. (4) Functional Text: ""可能我有代溝吧 我不太聽得懂 你在供三小"" (Maybe I have a generation gap, I don't really understand what you're talking about) - Direct and blunt tone. (5) Functional Text: ""他就說 確實 很深"" (He said, 'Indeed, it's very deep') - Re-quoting tone. (6) Decorative/Effect Text: ""???"" - Confused and questioning tone.",0,10.636916,-2.1952224
0_shufen,0_shufen-20250906132124-657432210765866,"(1) ""當男朋友不開心時：When boyfriend is unhappy"" appears at the top left. This is Decorative/Hook text with a humorous and suggestive tone.",6,8.927184,-2.1255088
0_shufen,0_shufen-20250906143729-1591259341910534,"(1) Functional Text: ""據我所知"" (As far as I know) and ""男人一共有分三種"" (There are three types of men). (2) Functional Text: ""第一種很虛榮 一定要找胸大的"" (The first type is vain; they must find a big-chested woman) and ""第二種很單純 只要胸大的就可以了"" (The second type is simple; as long as she is big-chested, it's fine). (3) Functional Text: ""第三種很現實 什麼都不要 只要胸大的"" (The third type is realistic; they want nothing else, only a big-chested woman).",0,10.664752,-2.2676308
0_shufen,0_shufen-20250906174039-894684720405347,"(1) ""今天跟朋友出去吃飯的時候"" - Functional Text, neutral storytelling tone. (2) ""在聊天"" - Functional Text, continuing the narrative. (3) ""我朋友問我"" - Functional Text, setting up the scene. (4) ""欸, 你男朋友會幫你吃嗎?"" - Functional Text, curious and inquisitive tone. (5) ""我就很害羞的跟她說"" - Functional Text, describing emotional state. (6) ""會呀, 我挺喜歡DER ❤️"" - Functional/Decorative Text with a heart emoji, bashful and happy tone. (7) ""然後我的朋友就說"" - Functional Text, transition. (8) ""靠北喔, 我是說你吃不完的時候啦!"" - Functional Text, mocking and clarifying tone.",0,10.774609,-2.1099832
0_shufen,0_shufen-20250906191843-1654263582228894,"(1) Functional Text: Traditional Chinese subtitles translate the spoken narration throughout the video. (2) Decorative/Effect Text: Captions like '很多人' (Many people), '這堆狗狗' (This bunch of dogs), and '好吃嗎??' (Is it delicious??) appear as variety-show style hooks. (3) Numerical counting '1' through '9' appears over footage of holes in the ground to emphasize the quantity of damage. (4) Closing text '以下開放報名' (Open for registration below) encourages engagement.",4,7.584073,0.7470244
0_shufen,0_shufen-20250907041415-776152268880837,"(1) Functional Text: Subtitles translate the dialogue describing a date that turned into a gym session: 'Yesterday my crush asked me out...', 'Actually it was this kind of place...', 'Together we worked out...', 'Now my whole body hurts!'. (2) Decorative/Effect Text: Large yellow and white variety-show style captions highlight keywords like 'Crush' (曖昧對象), 'Date' (約會), and 'Gym' (健身). (3) Floating barrage text (danmu) appears at the end with characters like '5555' (representing crying) and words like 'Painful' (痛苦) and 'Sad' (難過) to emphasize the emotional tone.",4,7.8583307,0.07198522
0_shufen,0_shufen-20250907052618-917708198102607,"(1) Hook Text appears at the bottom center: ""幫我看一下 哪張照片 相親成功率比較高"" (Help me see which photo has a higher success rate for blind dating). The tone is interactive and seeking opinion.",6,8.830378,-2.0510342
0_shufen,0_shufen-20250909231624-918933700645823,"(1) '朋友：記得帶柑去拜年' - Functional/Hook Text: A humorous setup about bringing oranges for New Year greetings. (2) '我：來，柑你拿' - Decorative/Hook Text: A wordplay/pun involving the word 'mandarin/orange' and a suggestive visual context, intended to be flirtatious or humorous.",0,9.461878,-1.9827098
0_shufen,0_shufen-20250910042300-4565964073636444,"(1) Functional Text: '之前' (Before) and '為什麼會有' (Why would there be) - Neutral tone. (2) Decorative Hook Text: '來都來了' (Since we're here anyway) and '這種想法呢？' (this kind of thought?) - Questioning and engaging tone. (3) Functional Text: '就在昨天呢' (Just yesterday) and '我誤入了一家餐廳' (I accidentally entered a restaurant). (4) Decorative Text: '我以為是那种有菜單的' (I thought it was the kind with a menu) and '結果是吃到飽餐' (Turns out it was all-you-can-eat). (5) Decorative Text: '當下的我超餓的' (I was super hungry at the time) and '而且有半價優惠' (And there was a half-price discount). (6) Hook Text: '結論' (Conclusion) - Emphatic tone. (7) Functional Text: '人在餓的時候很難拒絕這種不傷荷包又能吃到飽的誘惑' (When people are hungry, it's hard to refuse this kind of temptation that doesn't hurt the wallet and lets you eat your fill) - Explanatory tone.",0,10.551095,-1.426782
0_shufen,0_shufen-20250910071400-935239535830022,"(1) Functional Text: '但是呢' (But...), '在那時候發生了' (At that time it happened...), '一件很不好的事情' (A very bad thing...), '對我的心裡造成了很大的陰影' (Caused a big shadow in my heart). (2) Decorative/Hook Text: '淑芬不受控' (Shufen is out of control), '訂閱這個頻道' (Subscribe to this channel), '開啟小鈴鐺' (Turn on the bell), 'YES', 'NO'. (3) Functional Text: 'Hello 大家好 我是淑芬' (Hello everyone, I am Shufen), '今天要來跟大家聊聊 我最近的身體健康狀況' (Today I'm going to talk about my recent health status).",0,9.857434,-0.6321982
0_shufen,0_shufen-20250910134014-1227562825418616,"(1) Functional Text: '來跟拍一下' (Come and film/follow this trend), appearing in white font with a black outline, positioned on the left side of the screen with a casual and inviting tone.",6,7.5908,-1.771764
0_shufen,0_shufen-20250910162646-1552439516047192,"(1) Functional Hook: '剛才好危險喔!!' (It was so dangerous just now!!) with a sense of urgency. (2) Narrative Description: '一輛車在我面前突然停下來' (A car suddenly stopped in front of me) and '然後有一個女生跑了下來在路旁吐' (Then a girl ran down and vomited by the roadside). (3) Descriptive Emphasis: '吐出那個... 黏黏... 白色 稠狀物' (Spitting out that... sticky... white thick substance) with a tone of disgust. (4) Humorous Hook: '天哪 他男朋友開車技術也太差了吧' (Oh my god, her boyfriend's driving skills are way too poor) conveying a playful, judgmental tone.",1,11.7960415,-0.733847
0_shufen,0_shufen-20250910181906-1712588466381954,"(1) '我真的要给自己气死' (I'm really going to get myself angry to death) - Functional, expressing frustration. (2) '我觉得我太i了' (I think I'm too 'i' [introverted]) - Functional, referencing MBTI. (3) '如果我是e人就好了' (If only I were an 'e' person [extroverted]) - Functional, contrast. (4) '不然我在外面看到八块腹肌' (Otherwise, when I see eight-pack abs outside) - Functional, setting up the punchline. (5) '我都不敢上去摸' (I don't even dare go up and touch them) - Functional, the punchline.",1,12.033065,-1.1853391
0_shufen,0_shufen-20250910193009-1825911321439722,"(1) '减肥偏方' (Weight loss secret recipe) - Hook text at the top, humorous tone. (2) '等一下' (Wait a minute) - Functional subtitle from the video played on the phone. (3) '你太臭了' (You're too smelly) - Functional subtitle from the video played on the phone. (4) '帮我屁一下呗' (Fart for me) - Functional subtitle from the video played on the phone.",1,11.747658,-0.9412622
0_shufen,0_shufen-20250910221808-752521324184106,"(1) Decorative Text: ""睡不著所以打開下雨白噪音"" (Can't sleep so turned on rain white noise) appears at the center, setting the context in a neutral tone. (2) Decorative Text: ""但太像炸雞聲"" (But sounds too much like fried chicken) appears below, shifting to a humorous tone. (3) Decorative Text: ""現在越聽越餓睡不著"" (Now getting hungrier the more I listen and can't sleep) appears with yellow highlighting on specific characters to emphasize the humorous frustration.",0,9.520579,-1.36203
0_shufen,0_shufen-20250910221900-1827059617975966,"(1) ""這個月的經期"" (Functional: This month's period). (2) ""好亂哦～"" (Functional: is so messy/irregular~). (3) ""我8號來一次"" (Functional: I had it once on the 8th). (4) ""15號來一次"" (Functional: Once on the 15th). (5) ""今天早上又來一次耶"" (Functional: And again this morning). (6) ""然後我就去看了醫生"" (Functional: Then I went to see a doctor). (7) ""醫生叫我把手伸出來"" (Functional: The doctor asked me to put my hand out). (8) ""我還以為他會看手相欸"" (Functional: I thought he was going to read my palm). (9) ""結果他說"" (Functional: But then he said). (10) ""我的指甲太長了"" (Functional: My fingernails are too long).",1,12.06554,-1.0030029
0_shufen,0_shufen-20250911084048-896432156127037,(1) None. No on-screen text or subtitles appear during the video.,6,6.436988,-1.3470349
0_shufen,0_shufen-20250911095903-4260731734242856,(1) '長大後才明白一個道理' (Only after growing up did I understand a truth) - Reflective tone. (2) '這世上沒人會一直慣著你' (No one in this world will always spoil you) - Philosophical/Serious tone. (3) '但酒不一樣' (But wine is different) - Playful/Transition tone. (4) '酒可以一直灌一直灌' (Wine can be poured/drunk continuously) - Humorous/Indulgent tone.,1,12.58458,-0.9219407
0_shufen,0_shufen-20250912002603-1449114766806030,"(1) '去台灣' (Going to Taiwan) - Hook text, neutral tone. (2) '被搭訕' (Being approached) - Hook text, slightly curious tone. (3) '來台灣有被搭訕嗎' (Were you approached when you came to Taiwan?) - Functional question box text. (4) '有一個 歪果仁' (There was a foreigner) - Narrative subtitle. (5) '可能他以為我是台灣女生吧' (Maybe he thought I was a Taiwanese girl) - Narrative subtitle. (6) '然後我跟他說我是馬來西亞人' (Then I told him I'm Malaysian) - Narrative subtitle. (7) '他有點驚訝' (He was a bit surprised) - Narrative subtitle. (8) '之後我們交換IG' (After that we exchanged IG) - Narrative subtitle. (9) '我給他我美食的帳號' (I gave him my food account) - Narrative subtitle. (10) '嘿嘿' (Hehe) - Decorative emotional text. (11) '我對你們多好' (See how good I am to you) - Playful narrative subtitle. (12) '哈哈' (Haha) - Decorative laughter text.",1,11.955945,-0.790628
0_shufen,0_shufen-20250912012117-1790269458323474,"(1) '幹': Hook text, expressing a slang-style exclamation with a bold, emphatic tone. (2) '我昨天把我男友給踹了': Functional text, narrating 'I dumped my boyfriend yesterday.' (3) '他問我到底愛不愛他': Functional text, narrating 'He asked if I really love him or not.' (4) '都沒到底 是要我怎樣愛啊': Functional/Pun text, playing on the word '到底' (to the bottom/really), with a sarcastic and humorous tone. (5) '愛三小': Hook text, using slang for 'Love what?' with a defiant tone.",0,10.98793,-1.5971208
0_shufen,0_shufen-20250912151159-1969397717344780,"(1) '過年' (New Year): Functional text indicating the timing of the content. (2) '有沒有空' (Are you free?): Functional text continuing the dialogue with an inquisitive tone. (3) '來我家' (Come to my house): Functional text providing a playful invitation. (4) '看奶奶' (See Grandma/See breasts): Functional/Hook text using a linguistic pun, delivered with a flirtatious and humorous intent.",0,11.712304,-1.4339502
0_shufen,0_shufen-20250912171559-4295381947399091,"(1) Functional Text: '那些說' (Those who say), '自己能' (they can), '一夜七次的男人' (men who can go seven times a night), '千萬不能信' (must never be believed). (2) Functional Text: '那天我跟我的約會對象' (That day I and my dating partner), '見面後' (after meeting), '到今天' (until today), '都聯絡不上他' (could not contact him at all). (3) Functional Text: '都不知道在怕什麼..' (I don't even know what he's afraid of..). The tone of the text is humorous and provocative.",0,10.723715,-2.2893267
0_shufen,0_shufen-20250917190739-1971244733427815,(1) '我問你們一個' (I'll ask you a...) - Functional text to introduce the video. (2) '很嚴肅的問題' (very serious question) - Hook text used humorously. (3) '你們覺得..' (you think...) - Functional text. (4) '幾歲' (what age) and '應該要' (should) '結婚' (marry) - Functional subtitles for the first question. (5) '我再問你們一個問題' (I'll ask you another question) - Functional transition text. (6) '你們覺得應該要生小孩嗎？' (Do you think you should have children?) - Functional subtitle for the second question. (7) '???' and cartoonish facial icons appear as decorative stickers to convey a questioning tone.,0,10.701595,-0.7285936
0_shufen,0_shufen-20250918164511-1593137371730113,"(1) '!!!' - Decorative exclamation appearing near the woman's head, indicating surprise or emphasis. (2) '早點睡吧' (Go to bed early) - Functional text offering advice with a caring tone. (3) '心里已经很变态了' (The heart is already very twisted/messed up) - Functional text with a humorous or self-deprecating emotional tone. (4) '身体一定要健康啊' (The body must be healthy) - Functional text emphasizing well-being with an encouraging tone.",0,11.712936,-1.3700168
0_shufen,0_shufen-20250923155056-2073803733407582,"(1) Functional Chinese subtitles appear at the bottom, translating the speaker's words about considering having a girlfriend. (2) Decorative text like '溢' (Overflow) and '吐血' (Spit blood) appear as variety-style captions to express emotion. (3) The final text '那个长处.. 女生没有' (That strength/long point... girls don't have) appears in a larger font for comedic emphasis.",4,8.212173,0.25605527
0_shufen,0_shufen-20250929192330-1397133678519452,(1) '淦' (Damn) - Frustrated/Expressive. (2) '被一個直男小弟弟氣死' (Angered by a straight younger guy) - Complainant tone. (3) '氣死😡' (So angry) - Exaggerated anger. (4) '他說喜歡我..' (He said he liked me..) - Narrative curiosity. (5) '我問他喜歡我什麼？' (I asked him what he liked about me?) - Inquiry. (6) '他想了一分鐘' (He thought for a minute) - Narrative setup. (7) '然後跟我說' (And then told me) - Anticipation. (8) '很肥美' (Very plump/succulent) - Humorous punchline.,1,12.54732,-0.85553133
0_shufen,0_shufen-20250930013642-1674118730414498,"(1) '同齡人：' (Peers:) appears at the top center, setting up a comparison context. (2) '我：' (Me:) appears at the top center during the second phase, indicating the subject of the punchline.",6,9.217927,-0.59790736
0_shufen,0_shufen-20251005004704-1312076044286364,(1) Decorative/Hook Text: A comment interface showing a user 'wang.12' saying '感冒聲音好好聽 XD' (The cold/hoarse voice sounds very good XD) accompanied by an orange mascot sticker. The tone is humorous and complimentary.,6,8.875448,-2.2000227
0_shufen,0_shufen-20251005114332-1672639147236144,"(1) Functional Text: '淦' (Gàn), '我被騙了' (I was scammed/tricked) - appearing as a hook with an emotional tone of frustration. (2) Functional Text: '最近又有一個男生約我去吃吃到飽' (Recently another guy asked me out for all-you-can-eat) - providing narrative context. (3) Functional Text: '那天我們吃到飽過後' (That day after we finished the all-you-can-eat), '他根本就騙我啊！' (He basically just tricked me!), '他整晚沒有讓我吃飽啊！' (He didn't let me eat my fill all night!) - building up to a humorous punchline/innuendo.",0,10.748829,-2.1985824
0_shufen,0_shufen-20251008045204-1973821920219234,(1) Functional Hook Text: 'POV: 當曖昧對象說可以帶長輩去他家提燈籠' (POV: When your crush says you can bring elders to their house to carry lanterns). Tone: Playful and humorous.,6,8.255989,-2.4817398
