Influencer,videoName,main_purpose,cluster_label,umap_1,umap_2
0_shufen,0_shufen-20250906143729-1591259341910534,"The video is a humorous short clip designed for social media entertainment. The creator uses a repetitive list format to make a joke about her own physical features (large chest), claiming that all types of men—vain, simple, or realistic—are only interested in that one attribute. The primary goal is to engage viewers through humor and visual appeal.",7,12.053059,6.0778384
0_shufen,0_shufen-20250906174039-894684720405347,"The video is a short comedy sketch based on a double entendre. The creator recounts a conversation with a friend where the question 'Will your boyfriend help you eat?' is misinterpreted by the narrator as something sexual or romantic, leading to a bashful response. The punchline occurs when the friend clarifies they were simply referring to finishing leftover food, highlighting the narrator's 'dirty mind' for comedic effect.",7,11.430546,6.2767286
0_shufen,0_shufen-20250906191843-1654263582228894,"The video is a personal vlog intended to share a humorous 'expectation vs. reality' story about pet ownership. The creator contrasts the adorable stage of raising puppies with the frustrating but funny reality of the dog she kept, which has systematically destroyed her yard by digging numerous holes.",7,11.238037,5.8537145
0_shufen,0_shufen-20250907041415-776152268880837,"To entertain the audience by sharing a humorous 'expectation vs. reality' anecdote about a date that unexpectedly turned into a strenuous workout session, using relatable social media tropes like 'since we are already here'.",4,13.065678,3.3499956
0_shufen,0_shufen-20250907052618-917708198102607,To showcase the creator's physical appearance and engage the audience through a question about dating success. The combination of flirtatious visual cues and interactive text aims to generate comments and likes.,4,13.331127,3.663122
0_shufen,0_shufen-20250909231624-918933700645823,To entertain through a combination of a linguistic pun and visual attractiveness. The video leverages a seasonal theme (Lunar New Year) to create a lighthearted and flirtatious social media post.,4,12.13929,5.240349
0_shufen,0_shufen-20250910042300-4565964073636444,"The video aims to entertain the audience by sharing a relatable personal experience about the psychological trap of the 'since we're already here' mentality. It specifically discusses how being hungry and seeing a discount makes it impossible to leave an unexpected dining situation, using humor and direct address to connect with viewers.",7,10.333002,4.9872584
0_shufen,0_shufen-20250910071400-935239535830022,"This is a promotional teaser or the beginning of a YouTube vlog. The creator uses a somber 'hook' about a traumatic event to capture attention, followed by a channel subscription call-to-action, and then resets the mood to a cheerful introduction to discuss her health updates.",7,11.2464485,6.079972
0_shufen,0_shufen-20250910134014-1227562825418616,"To participate in a viral social media trend where a rhythmic build-up leads to a surprising or funny reveal, in this case, featuring a pet dog's reaction.",4,13.0072365,4.4527674
0_shufen,0_shufen-20250910162646-1552439516047192,"The video is intended to entertain the audience by sharing a humorous, slightly shocking, and relatable real-life anecdote. The creator uses expressive storytelling, variety-show style text overlays, and a vivid (though possibly misleading) visual aid to recount an experience of seeing someone get car sick, ultimately using it as a punchline about poor driving skills.",7,11.564996,6.5248857
0_shufen,0_shufen-20250910181906-1712588466381954,The video is a humorous short clip where the creator uses the MBTI personality framework (specifically 'I' for introverted and 'E' for extroverted) to make a relatable joke about social anxiety and the missed opportunity to interact with an attractive person (someone with 8-pack abs).,7,11.78221,6.3043675
0_shufen,0_shufen-20250910193009-1825911321439722,A comedic parody of weight loss culture. The video uses irony by labeling the act of eating high-calorie fried chicken while watching fit people or disgusting videos as a 'weight loss secret.' It aims to entertain through relatable struggles with dieting and use of internet trends.,7,7.673366,3.4470751
0_shufen,0_shufen-20250910221808-752521324184106,"The video aims to share a humorous and relatable struggle with insomnia. It juxtaposes the visual of someone trying to rest with a 'white noise' track that sounds like frying food, leading to the comedic irony that the sleep aid is actually making the person hungry and keeping them awake.",7,10.943331,6.2145085
0_shufen,0_shufen-20250910221900-1827059617975966,"The video is a short comedic skit or joke told in a first-person vlog format. The creator uses a personal anecdote about a 'messy' menstrual cycle and a visit to a doctor to set up a punchline involving a double-entendre or misunderstanding about long fingernails, intended for social media entertainment.",7,11.300907,5.9769607
0_shufen,0_shufen-20250911084048-896432156127037,"The video is a personal Lunar New Year greeting directed towards elders and social media followers. The speaker uses Taiwanese Hokkien to create a sense of intimacy and tradition, wishing the audience prosperity and health while playfully requesting traditional red envelopes (Hongbao), positioning herself as a charming and respectful younger generation figure.",2,10.472505,5.877026
0_shufen,0_shufen-20250911095903-4260731734242856,The video aims to entertain through a humorous subversion of life advice. It starts with a seemingly profound reflection on adult life—stating that 'no one will always spoil you'—only to pivot to a joke about drinking wine as a reliable alternative that can always be 'poured' (a linguistic pun in Chinese where the term for 'spoil' and 'pour/force drink' can be related in context).,7,11.022593,6.1414175
0_shufen,0_shufen-20250912002603-1449114766806030,"To share a playful personal anecdote about a social encounter in Taiwan, highlighting the creator's Malaysian identity and her humorous way of handling being approached by giving out a food-themed Instagram account instead of her personal one.",5,11.427929,2.7080688
0_shufen,0_shufen-20250912012117-1790269458323474,The video is a short-form comedy skit designed for entertainment and social engagement. The creator uses a pun involving the phrase '到底' (which can mean 'really' or 'to the bottom' in a sexual/physical context) to create a humorous and slightly provocative story about a breakup.,7,11.778673,6.1330934
0_shufen,0_shufen-20250912151159-1969397717344780,The video uses a humorous and slightly provocative pun regarding the Chinese word for 'Grandma' to engage the audience during the New Year period. It leverages the creator's physical appearance and playful delivery to generate social media engagement.,7,10.487135,5.867953
0_shufen,0_shufen-20250912171559-4295381947399091,"To entertain the audience with a humorous and slightly provocative joke about dating and sexual performance expectations, relying on the contrast between a man's boast and his subsequent 'disappearance'.",4,13.405705,3.079088
0_shufen,0_shufen-20250917190739-1971244733427815,"The video aims to foster audience engagement and interaction by asking personal yet relatable lifestyle questions regarding marriage age and childbearing. The creator uses a cute, slightly flirtatious presentation style to build a connection with viewers and encourage comments.",7,11.7347,5.740758
0_shufen,0_shufen-20250918164511-1593137371730113,"The video serves as a short, intimate interaction with followers where the creator provides caring advice (go to bed early) while maintaining a relatable and slightly humorous tone regarding personal stress. The goal is to build a parasocial connection through a warm, personal address.",7,11.670916,5.949507
0_shufen,0_shufen-20250923155056-2073803733407582,"To entertain the audience with a double-entendre joke. The speaker discusses the emotional advantages of being with a woman over a man, only to conclude with a suggestive punchline about a 'strength' (long point) that men have and women do not.",4,13.332501,3.0754528
0_shufen,0_shufen-20250929192330-1397133678519452,To entertain the audience by sharing a humorous and relatable anecdote about an awkward social interaction with a 'straight man' (clueless guy). The creator uses her physical appearance and a witty punchline to engage viewers through self-deprecating or situational comedy.,4,13.352458,3.0787172
0_shufen,0_shufen-20250930013642-1674118730414498,The video uses a popular social media trope to contrast societal expectations (peers getting married) with the creator's personal achievement and independence (buying a car). It conveys a message of self-sufficiency and humor about being single but successful.,7,11.583003,6.494307
0_shufen,0_shufen-20251005004704-1312076044286364,"The creator is using a specific fan comment about her 'sick voice' as a prompt to record a short, sassy, or playful reaction video. It leverages her vocal quality (possibly hoarse due to a cold) to build engagement and showcase her personality.",4,11.339844,5.996212
0_shufen,0_shufen-20251005114332-1672639147236144,"The video is designed for entertainment, specifically utilizing a short narrative joke. The creator tells a story about a date at an 'all-you-can-eat' buffet that ends with a suggestive double entendre about not being 'full' at the end of the night, aimed at engaging the audience with adult-oriented humor.",7,11.142972,6.064316
0_shufen,0_shufen-20251008045204-1973821920219234,The video is a social media lifestyle snippet designed to engage viewers through a combination of visual appeal and a humorous 'POV' caption related to dating culture and holiday traditions. The creator uses the lantern as a prop to establish a festive atmosphere while maintaining a flirtatious and welcoming presence.,7,11.878363,5.681689
0_shufen,0_shufen-20251011183947-3743846762424272,"The video is a comedic social commentary vlog where the creator shares her struggle of finding a boyfriend in Singapore. She expresses a preference for meeting people in real life rather than online, but notes the irony that men in public are too preoccupied with their phones to notice her. The combination of pouting facial expressions, upbeat music, and relatable dating complaints aims to engage a social media audience through humor and empathy.",7,11.513669,6.0315766
0_shufen,0_shufen-20251020112352-1226625612257659,"To document and share a personal birthday celebration moment. The video uses a combination of visual charm, a festive cake, and upbeat music to create a positive and self-promotional atmosphere common in social media short-form content.",4,12.825226,5.0077066
0_shufen,0_shufen-20251023124807-26148841931367902,"The video presents a playful first-person scenario where a man with impaired vision is helped by a kind stranger. The narrative shifts from a serious tone of concern to a lighthearted, humorous ending when the woman leads him to a bath, implying a prank or a scripted comedy skit.",7,11.491799,6.2872972
0_shufen,0_shufen-20251030004616-1463068988755276,"To create a short comedy skit based on a common linguistic prank where an innocent translation request ('How do you say I love you?') is met with a cultural curse word, creating a humorous subversion of expectations.",4,12.761418,3.1012568
0_shufen,0_shufen-20251030004957-1224032665953959,"This video serves as a creative performance piece, likely for social media, combining the 'ghost' aesthetic with rhythmic dance movements to evoke a sense of mystery and allure. The use of a simple white sheet as a prop focuses the viewer's attention on the silhouette and motion rather than the individual's identity.",7,13.102364,5.913373
0_shufen,0_shufen-20251031110256-1879146389459228,"The video serves as a nostalgic 'glow-up' montage, documenting the growth and physical evolution of a female individual from infancy to her modern adult life, highlighting personal milestones and style changes.",7,12.489232,5.6502466
0_shufen,0_shufen-20251031195201-1235106771378448,"The video is a humorous vlog entry where the creator shares a relatable personal experience about relationship dynamics. She uses storytelling to complain about a partner's long bathroom usage while they paradoxically dislike being rushed, aiming to connect with her audience through humor and shared social frustrations.",7,11.505627,6.0801125
0_shufen,0_shufen-20251103172337-25890501347256455,"The video aims to entertain the audience by setting up a pseudo-philosophical narrative about loss and recovery, only to subvert expectations with a humorous punchline revealing that the creator 'recovered' her lost money from her boyfriend's wallet.",7,11.471844,6.439819
0_shufen,0_shufen-20251114150902-3288154788032886,"To share a humorous personal story about 'testing' her dog's identity in a previous life through a choice game, ultimately finding it funny that the dog was supposedly her 'ambiguous/flirty' interest in a past life.",4,12.829346,3.364416
0_shufen,0_shufen-20251208102511-806486915785318,To share a relatable and humorous personal anecdote about the gap between one's intentions (praying for a relationship at a famous temple) and the reality of feeling shy or intimidated when actually arriving at the location. It serves as social engagement for her followers.,4,13.004715,3.146957
0_shufen,0_shufen-20251208135743-2660784704301085,The video is a short comedy vlog intended for social media engagement. It uses a relatable theme of seeking romantic guidance from an unlikely source (a stray cat). The humor is derived from the anthropomorphic interpretation of the cat's expressions through text and sound effects.,7,11.765236,6.2265744
0_shufen,0_shufen-20251208180741-1211721060594889,"The video is a short social media vlog where the creator shares a humorous personal anecdote about being startled by an elderly man shouting a name in a park, only to realize he wasn't calling her. The objective is entertainment and audience engagement through relatable storytelling.",7,11.553529,6.046068
0_shufen,0_shufen-20251208180938-882322227951342,The video aims to share a serendipitous moment of 'social proof' where the creator finds a random stranger in a public setting watching her content. This serves to validate her influence and popularity to her followers.,7,12.0598345,5.645528
0_shufen,0_shufen-20251209053058-1464077632060535,"To share a lighthearted personal moment during the Mid-Autumn Festival, using the lantern as a prop to discuss the common theme of festive weight gain in a humorous way for social media engagement.",4,12.594506,3.312773
0_shufen,0_shufen-20251210223053-1221132536826852,"The video is a short, humorous social media post using a play on words (Mandarin pun) regarding sleeping in during the Chinese New Year. The creator engages the audience by speaking directly to the camera in a relatable, casual vlog format.",7,10.492437,5.9378314
0_shufen,0_shufen-20251210231544-1439731317814547,To share a personal observation about the low obesity rate in Taiwan and engage viewers by asking for their 'secrets' or explanations for this phenomenon.,5,11.507715,2.6917434
0_shufen,0_shufen-20251215151359-2117163152368587,The video utilizes a provocative 'POV' caption to contextualize an innocent scene of a woman playing in foam as a sexual joke. The goal is to generate engagement through adult humor and suggestive metaphors (the white foam representing semen).,7,11.591384,6.4528785
0_shufen,0_shufen-20251216140236-902351449062684,"The video is a short, aesthetic showcase intended to share a creative photography tip. It demonstrates how a salt field can be visually manipulated to look like a snowy environment for social media content, appealing to travel enthusiasts looking for unique photo locations.",7,10.722795,4.6284404
0_shufen,0_shufen-20251216184210-1158894822989695,"The video is a short comedy skit intended to entertain viewers through linguistic subversion. The creator begins by stating a fondness for 'small animals,' leading the audience to expect a display of pets, but then lists various popular Taiwanese dishes made from animals, turning the sentiment into a joke about appetite.",3,9.004127,3.4978185
0_shufen,0_shufen-20251218102358-1212158867689248,"The video is designed for entertainment and social engagement, specifically using a bait-and-switch comedic technique. The creator starts with a story that sounds sexually suggestive (a guy asking her to 'blow' him during a date) but quickly subverts the viewer's expectations by revealing that he was actually asking her to blow on his hot noodles. This reliance on wordplay and context switching is a staple of short-form social media humor.",7,11.899987,6.2124004
0_shufen,0_shufen-20251219105044-890347023736561,"The video serves to share a personal anecdote regarding cultural identity. The creator recounts a misunderstanding where a driver confused 'Malaysian' (nationality) with 'Malay' (ethnicity) based on her fluency in Chinese. The objective is to clarify the distinction between being a Malaysian citizen and a Malay person in a lighthearted, relatable vlog format.",7,10.411517,5.4964423
0_shufen,0_shufen-20251220102723-1390814852529963,"To entertain the audience by sharing a funny personal anecdote about a linguistic misunderstanding. The creator uses the phonetic similarity between 'single' and 'singer' in English to create a humorous situation where she mistakenly rejected a romantic advance, framing it as a reason why good English is necessary for dating.",4,13.098728,2.9986506
0_shufen,0_shufen-20251220143221-1256742189711687,"The video aims to provide a high-energy, attractive showcase of Kaohsiung's travel destinations and local culinary scene. By pairing popular landmarks and street foods with a catchy, sentimental song, it creates an inviting atmosphere that encourages viewers to visit the city and experience its vibrant lifestyle.",3,9.418802,3.4450448
0_shufen,0_shufen-20251225004150-1400076305196908,"The video is a comedic social media short intended for entertainment. It uses a 'POV' (Point of View) format to depict an exaggerated, humorous reaction to seeing someone attractive in public, framed by a self-deprecating joke about the character's long-term lack of romantic or sexual interaction. The festive Christmas background adds to the irony of searching for connection.",7,11.9177,5.8940887
0_shufen,0_shufen-20251225174525-788341014281509,"To create a humorous and slightly provocative social media interaction. The video uses the 'POV' (Point of View) format to set up a scenario where the creator reacts to a hypothetical question from a boyfriend about being 'wet' (referring to the humidity or sweating at an event), intended to garner engagement through double entendre.",4,12.209561,5.543691
0_shufen,0_shufen-20251227150322-836951606034502,"To create a short, humorous, and relatable moment for social media. The creator starts with traditional positive advice (going outside) only to subvert it with a lazy-person's punchline (it makes the bed feel better), aiming to engage viewers through irony.",4,12.939535,3.523206
0_shufen,0_shufen-20251230212005-921660976966312,To participate in a viral social media trend where falling artificial snow/foam is used as a metaphor/double entendre for a boyfriend's sexual abstinence ('saving up') before meeting. The video aims for humor and engagement through suggestive wordplay combined with a festive visual aesthetic.,4,12.297672,5.033017
0_shufen,0_shufen-20260105141248-914404301125361,"To create a short, relatable, and humorous social media post about being bloated or full after eating, using the 'food baby' trope to engage with an audience through self-deprecating cuteness.",4,13.180787,3.580954
0_shufen,0_shufen-20260108162629-1291469292822937,"The video serves as a respectful and warm digital greeting for the Lunar New Year. The speaker introduces herself as the viewers' son's girlfriend and politely explains that she cannot visit due to work commitments. She concludes by offering traditional holiday wishes, aiming to maintain a good relationship with her partner's parents through a thoughtful video message.",7,10.6036825,5.970076
0_shufen,0_shufen-20260122072714-1469676014517354,"To humorously illustrate a hyperbolic 'love at first sight' reaction. By dressing as a bride to represent her internal thoughts upon seeing a 'handsome guy,' the creator uses a common internet meme trope to express an instant romantic daydream or marriage fantasy.",4,13.242805,3.4987717
0_shufen,0_shufen-20260226011226-2920721911616960,"To create a humorous short-form video that satirizes 'photo scams' or deceptive photography tricks. The creator demonstrates how simple cropping and angles can create a suggestive illusion using a remote control and shorts, then reveals the mundane reality for comedic effect.",4,12.670087,3.764963
1105ya,1105ya-20250209040510-938429325310910,"The video's core objective is to document and share the immersive experience of attending the New Year's Eve celebration at Taipei 101. It uses the suspense of the crowd's countdown to build anticipation, followed by the spectacle of the fireworks to provide a visual and auditory climax. The inclusion of the creators' smiling faces and 'Happy New Year' greetings personalizes the event, aiming to share joy and a sense of shared cultural experience with the audience.",7,10.20128,5.66463
1105ya,1105ya-20250306202217-4372884809697373,"The video is a humorous behind-the-scenes look at a dance recording session. The core appeal lies in the situational irony where the man in the foreground, who is presumably the choreographer or the person prompting the moves, is performing with significantly more energy and passion than the female subject in the background who is supposed to be the main performer. It highlights the 'extra' nature of the teacher compared to the student.",7,12.782487,6.174721
1105ya,1105ya-20250416123615-1868548027112934,"To entertain the audience by showcasing a creative and engaging Lunar New Year game involving sticky toys and cash, promoting a sense of family fun and holiday celebration.",4,12.919769,3.9458086
1105ya,1105ya-20250423150605-757960347352602,"To showcase friendship and participate in a viral social media dance trend. The video leverages the aesthetic backdrop of a snowy Seoul shopping district to create an engaging, high-energy short-form content piece aimed at entertainment and social sharing.",7,12.241445,4.8927746
1105ya,1105ya-20250423170214-25954865170809540,"To showcase a choreographed dance performance and high-quality cosplay in a scenic urban setting. The video utilizes a popular 'reveal' trend to engage viewers by first hiding and then showing the performers' faces, synchronized with a trending pop song.",7,13.305328,5.278572
1105ya,1105ya-20250424083704-1460453455503005,"To showcase and recommend a specific Starbucks location in Japan as a superior photo-taking spot with a clear view of Mount Fuji, intending to attract travelers looking for less crowded alternatives to popular landmarks.",5,10.575069,2.9523761
1105ya,1105ya-20250424103804-2107309306761698,"The video is designed for social media engagement, specifically utilizing the 'character reveal' trope. It aims to showcase the creator's attractiveness and cosplay skill by transitioning from a masked, anonymous superhero figure to a polished, smiling individual, all set against a high-profile urban landmark to maximize visual appeal.",7,12.196396,5.7315893
1105ya,1105ya-20250427191246-898834839554759,"To capture and share a viral, high-tension moment of a physical fight breaking out during a professional NBA basketball game, leveraging the raw emotion of the live crowd.",4,12.513126,4.0219297
1105ya,1105ya-20250528012539-1967870180434703,The video is a lifestyle and travel 'glow-up' transformation. It leverages a popular social media format where a creator transitions from a 'before' travel state (casual airplane attire) to an 'after' glamorized state (traditional local attire) to celebrate their arrival or cultural experience in Thailand. The core appeal is the visual satisfaction of the sudden costume and setting change synchronized with a beat drop.,7,11.463415,5.115262
1105ya,1105ya-20250530013117-1363330722233207,"The video serves as a dance performance showcase, likely for social media platforms. By combining energetic choreography with a popular, upbeat audio track, the creator aims to demonstrate physical skill, rhythm, and self-expression to an audience.",7,13.170106,5.920316
1105ya,1105ya-20250628113358-1675954567111168,"To create comedic content by contrasting a person's arrogant or 'tough' verbal claims with their actual, fearful reaction to a high-thrill amusement park ride. It uses the visual evidence of screaming to mock the earlier dialogue.",4,12.928779,3.3707697
1105ya,1105ya-20250706092930-904139819014014,"The video aims to capture the electric and immersive atmosphere of a BLACKPINK concert, specifically highlighting how the energy of the performance transforms the stadium into a giant party. By using fast-paced cuts and beat-synced highlights, it appeals to fans' desire to relive or experience the group's charismatic live stage presence.",7,14.009284,5.5514264
1105ya,1105ya-20250707094130-1069584905327516,"To document and share the high-energy atmosphere of a live music performance, specifically highlighting the artist's stage presence and the enthusiastic fan interaction during a high-tempo segment of the show.",4,13.536958,4.85151
1105ya,1105ya-20250712150211-1613714039660149,"To participate in a popular social media dance challenge, showcasing synchronization and group friendship in a visually appealing winter setting in Seoul.",5,12.43879,4.668525
1105ya,1105ya-20250805161553-1427417412379006,"To introduce the members of the K-pop group BLACKPINK and build excitement for a concert or project. It uses high-fashion visuals and energetic music to project an image of glamour, friendship, and stardom.",4,13.621972,5.036019
