influencer,json_name,media_id,is_endorsement,endorsement_method,visual_kmeans_labels,audio_kmeans_labels
0_shufen,0_shufen-20250912012117-1790269458323474,1790269458323474,False,"[""None""]",1,2
0_shufen,0_shufen-20250912151159-1969397717344780,1969397717344780,False,"[""None""]",2,2
0_shufen,0_shufen-20250912171559-4295381947399091,4295381947399091,False,"[""None""]",1,2
0_shufen,0_shufen-20250917190739-1971244733427815,1971244733427815,False,"[""None""]",1,2
0_shufen,0_shufen-20250918164511-1593137371730113,1593137371730113,False,"[""None""]",1,2
0_shufen,0_shufen-20250923155056-2073803733407582,2073803733407582,False,"[""None""]",1,2
0_shufen,0_shufen-20250929192330-1397133678519452,1397133678519452,False,"[""None""]",1,2
0_shufen,0_shufen-20250930013642-1674118730414498,1674118730414498,True,"[""Implicit"",""Integrated""]",1,1
0_shufen,0_shufen-20251005004704-1312076044286364,1312076044286364,False,"[""None""]",2,1
0_shufen,0_shufen-20251005114332-1672639147236144,1672639147236144,False,"[""None""]",1,2
0_shufen,0_shufen-20251008045204-1973821920219234,1973821920219234,False,"[""None""]",1,1
0_shufen,0_shufen-20251011183947-3743846762424272,3743846762424272,False,"[""None""]",1,2
0_shufen,0_shufen-20251020112352-1226625612257659,1226625612257659,False,"[""None""]",2,1
0_shufen,0_shufen-20251023124807-26148841931367902,26148841931367902,False,"[""None""]",1,2
0_shufen,0_shufen-20251030004616-1463068988755276,1463068988755276,False,"[""None""]",1,2
0_shufen,0_shufen-20251030004957-1224032665953959,1224032665953959,False,"[""None""]",2,1
0_shufen,0_shufen-20251031110256-1879146389459228,1879146389459228,False,"[""None""]",2,1
0_shufen,0_shufen-20251031195201-1235106771378448,1235106771378448,False,"[""None""]",2,2
0_shufen,0_shufen-20251103172337-25890501347256455,25890501347256455,False,"[""None""]",1,0
0_shufen,0_shufen-20251114150902-3288154788032886,3288154788032886,False,"[""None""]",1,2
0_shufen,0_shufen-20251208102511-806486915785318,806486915785318,False,"[""None""]",1,2
0_shufen,0_shufen-20251208135743-2660784704301085,2660784704301085,False,"[""None""]",1,2
0_shufen,0_shufen-20251208180741-1211721060594889,1211721060594889,False,"[""None""]",1,2
0_shufen,0_shufen-20251208180938-882322227951342,882322227951342,False,"[""None""]",1,1
0_shufen,0_shufen-20251209053058-1464077632060535,1464077632060535,False,"[""None""]",2,2
0_shufen,0_shufen-20251210223053-1221132536826852,1221132536826852,False,"[""None""]",1,2
0_shufen,0_shufen-20251210231544-1439731317814547,1439731317814547,False,"[""None""]",1,0
0_shufen,0_shufen-20251215151359-2117163152368587,2117163152368587,False,"[""None""]",2,1
0_shufen,0_shufen-20251216140236-902351449062684,902351449062684,False,"[""None""]",1,1
0_shufen,0_shufen-20251216184210-1158894822989695,1158894822989695,False,"[""None""]",1,2
0_shufen,0_shufen-20251218102358-1212158867689248,1212158867689248,False,"[""None""]",1,2
0_shufen,0_shufen-20251219105044-890347023736561,890347023736561,False,"[""None""]",1,2
0_shufen,0_shufen-20251220102723-1390814852529963,1390814852529963,False,"[""None""]",1,2
0_shufen,0_shufen-20251220143221-1256742189711687,1256742189711687,True,"[""Implicit"",""Integrated""]",1,0
0_shufen,0_shufen-20251225004150-1400076305196908,1400076305196908,False,"[""None""]",1,1
0_shufen,0_shufen-20251225174525-788341014281509,788341014281509,False,"[""None""]",2,1
0_shufen,0_shufen-20251227150322-836951606034502,836951606034502,False,"[""None""]",1,2
0_shufen,0_shufen-20251230212005-921660976966312,921660976966312,False,"[""None""]",1,1
0_shufen,0_shufen-20260105141248-914404301125361,914404301125361,False,"[""None""]",2,2
0_shufen,0_shufen-20260108162629-1291469292822937,1291469292822937,False,"[""None""]",2,2
0_shufen,0_shufen-20260122072714-1469676014517354,1469676014517354,False,"[""None""]",2,1
0_shufen,0_shufen-20260226011226-2920721911616960,2920721911616960,False,"[""None""]",1,0
1006nk,1006nk-20250216141813-1415935509907134,1415935509907134,False,"[""None""]",4,2
1006nk,1006nk-20250216141813-1435998994717901,1435998994717901,False,"[""None""]",5,3
1006nk,1006nk-20250216141813-2060035628176748,2060035628176748,False,"[""None""]",5,3
1006nk,1006nk-20250216141813-867647042842085,867647042842085,False,"[""None""]",3,2
1006nk,1006nk-20250216141813-878208385069712,878208385069712,False,"[""None""]",4,2
1006nk,1006nk-20250216141813-887865890501029,887865890501029,True,"[""Explicit"",""Full""]",5,3
1006nk,1006nk-20250216141813-920678750646575,920678750646575,False,"[""None""]",2,2
1006nk,1006nk-20250216141813-931089716158769,931089716158769,False,"[""None""]",5,3
1006nk,1006nk-20250217234823-1135295501902850,1135295501902850,False,"[""None""]",2,2
1006nk,1006nk-20250218235814-3390114127795856,3390114127795856,False,"[""None""]",4,2
1006nk,1006nk-20250219163726-1644042270372770,1644042270372770,False,"[""None""]",4,2
1006nk,1006nk-20250221112421-3883051988658513,3883051988658513,False,"[""None""]",4,2
1006nk,1006nk-20250223162348-1426359298842900,1426359298842900,False,"[""None""]",4,2
1006nk,1006nk-20250226232127-1584448856135442,1584448856135442,False,"[""None""]",2,1
1006nk,1006nk-20250228230857-895756429709922,895756429709922,False,"[""None""]",2,1
1006nk,1006nk-20250305193518-862274156616685,862274156616685,False,"[""None""]",4,3
1006nk,1006nk-20250309153948-25780294444923808,25780294444923808,False,"[""None""]",3,2
1006nk,1006nk-20250316162404-947666691254661,947666691254661,False,"[""None""]",3,2
1006nk,1006nk-20250316173354-1294460472702967,1294460472702967,True,"[""Explicit"",""Integrated""]",5,3
1006nk,1006nk-20250319185237-1205999394951569,1205999394951569,False,"[""None""]",4,2
1006nk,1006nk-20250320170403-789339970205416,789339970205416,False,"[""None""]",3,2
1006nk,1006nk-20250324164359-4324395394554142,4324395394554142,False,"[""None""]",5,3
1006nk,1006nk-20250328130525-2914807698723492,2914807698723492,False,"[""None""]",4,2
1006nk,1006nk-20250403212011-1293966199232995,1293966199232995,False,"[""None""]",2,1
1006nk,1006nk-20250405161312-1193018126313909,1193018126313909,False,"[""None""]",5,3
1006nk,1006nk-20250405192554-1600011297986036,1600011297986036,False,"[""None""]",4,2
1006nk,1006nk-20250407222301-4118262598306398,4118262598306398,True,"[""Implicit"",""Integrated""]",5,3
1006nk,1006nk-20250413224851-1586322602609999,1586322602609999,False,"[""None""]",4,2
1006nk,1006nk-20250415155504-1350881190175253,1350881190175253,False,"[""None""]",5,3
1006nk,1006nk-20250418172750-900207642416998,900207642416998,False,"[""None""]",4,1
1006nk,1006nk-20250421195050-1206512118317390,1206512118317390,False,"[""None""]",3,1
1006nk,1006nk-20250424030804-2074923713341319,2074923713341319,False,"[""None""]",5,2
1006nk,1006nk-20250426235356-849576574747364,849576574747364,False,"[""None""]",5,3
1006nk,1006nk-20250429172548-26775544542046165,26775544542046165,False,"[""None""]",4,3
1006nk,1006nk-20250429181839-1855869675296900,1855869675296900,False,"[""None""]",4,2
1006nk,1006nk-20250502101930-870430572477715,870430572477715,False,"[""None""]",5,3
1006nk,1006nk-20250506140628-903923648720543,903923648720543,False,"[""None""]",3,2
1006nk,1006nk-20250507004850-1650606012763347,1650606012763347,False,"[""None""]",4,2
1006nk,1006nk-20250514172436-935487862249555,935487862249555,False,"[""None""]",4,3
1006nk,1006nk-20250514221526-1233256915404612,1233256915404612,False,"[""None""]",4,2
1006nk,1006nk-20250520213757-1410481629915404,1410481629915404,False,"[""None""]",5,3
1006nk,1006nk-20250529221341-1436745411400566,1436745411400566,False,"[""None""]",2,1
1006nk,1006nk-20250602161347-1406619110328347,1406619110328347,True,"[""Explicit"",""Full""]",0,1
1006nk,1006nk-20250608020036-2107579776665293,2107579776665293,False,"[""None""]",0,1
1006nk,1006nk-20250626073555-1206900998257750,1206900998257750,True,"[""Explicit"",""Full""]",4,2
1006nk,1006nk-20250628203014-2373246473195522,2373246473195522,False,"[""None""]",2,1
1006nk,1006nk-20250628213736-2145842776231364,2145842776231364,False,"[""None""]",4,2
1006nk,1006nk-20250629203405-1557558555543836,1557558555543836,False,"[""None""]",4,2
1006nk,1006nk-20250630185337-1163582752313604,1163582752313604,False,"[""None""]",3,2
1006nk,1006nk-20250630190629-1861074041191880,1861074041191880,False,"[""None""]",4,2
1006nk,1006nk-20250702180501-2542335926162586,2542335926162586,False,"[""None""]",5,3
1006nk,1006nk-20250703234020-1227621086014827,1227621086014827,False,"[""None""]",5,3
1006nk,1006nk-20250707103204-1437658531320177,1437658531320177,False,"[""None""]",4,2
1006nk,1006nk-20250708110157-791387553986179,791387553986179,False,"[""None""]",5,3
1006nk,1006nk-20250708161857-2223889438019865,2223889438019865,False,"[""None""]",2,1
1006nk,1006nk-20250710155541-895977000060953,895977000060953,False,"[""None""]",4,2
1006nk,1006nk-20250711083829-884071890896055,884071890896055,False,"[""None""]",5,2
1006nk,1006nk-20250711181521-1436657537988472,1436657537988472,False,"[""None""]",3,1
1006nk,1006nk-20250713091825-1815672289139651,1815672289139651,True,"[""Explicit"",""Full""]",5,3
1006nk,1006nk-20250713122600-894914432919649,894914432919649,False,"[""None""]",5,3
1006nk,1006nk-20250713204937-2903949726469900,2903949726469900,False,"[""None""]",4,2
1006nk,1006nk-20250716183513-1248961580456054,1248961580456054,False,"[""None""]",4,2
1006nk,1006nk-20250717114008-1405834364335796,1405834364335796,False,"[""None""]",4,2
1006nk,1006nk-20250718172844-2702414040097016,2702414040097016,True,"[""Explicit"",""Full""]",5,3
1006nk,1006nk-20250718172927-2103355017077145,2103355017077145,False,"[""None""]",2,1
1006nk,1006nk-20250721212025-1301267365164475,1301267365164475,False,"[""None""]",4,2
1006nk,1006nk-20250721220120-913308835208216,913308835208216,False,"[""None""]",5,3
1006nk,1006nk-20250724202007-1175757417686733,1175757417686733,False,"[""None""]",4,2
1006nk,1006nk-20250725081542-1589752325656396,1589752325656396,False,"[""None""]",5,3
1006nk,1006nk-20250725115337-3549329255219611,3549329255219611,False,"[""None""]",3,2
1006nk,1006nk-20250725195335-1222235312707840,1222235312707840,False,"[""None""]",5,3
1006nk,1006nk-20250726082442-1062812072695809,1062812072695809,False,"[""None""]",4,2
1006nk,1006nk-20250726103750-1410247719941960,1410247719941960,False,"[""None""]",4,2
1006nk,1006nk-20250726115133-1606598413799074,1606598413799074,False,"[""None""]",4,2
1006nk,1006nk-20250726181336-1948129809125175,1948129809125175,False,"[""None""]",4,2
1006nk,1006nk-20250727134111-4321461028072970,4321461028072970,False,"[""None""]",3,2
1006nk,1006nk-20250727152414-1587263939087741,1587263939087741,False,"[""None""]",4,2
1006nk,1006nk-20250728011626-933569042691860,933569042691860,False,"[""None""]",4,2
1006nk,1006nk-20250728111126-1425997315573423,1425997315573423,False,"[""None""]",5,3
1006nk,1006nk-20250728201645-1568657607518609,1568657607518609,False,"[""None""]",2,1
1006nk,1006nk-20250728223926-2384955885350515,2384955885350515,False,"[""None""]",3,2
1006nk,1006nk-20250729093757-1216900413337300,1216900413337300,False,"[""None""]",2,1
1006nk,1006nk-20250729175531-1477681700587612,1477681700587612,False,"[""None""]",3,2
1006nk,1006nk-20250731032917-915975010821800,915975010821800,False,"[""None""]",5,3
1006nk,1006nk-20250731135603-1439196711147103,1439196711147103,False,"[""None""]",5,3
1006nk,1006nk-20250731225652-1434013318326403,1434013318326403,False,"[""None""]",3,2
1006nk,1006nk-20250801130541-25561301566884898,25561301566884898,True,"[""Explicit"",""Integrated""]",5,2
1006nk,1006nk-20250801133535-879085891405493,879085891405493,False,"[""None""]",4,2
1006nk,1006nk-20250802121815-876158475243435,876158475243435,False,"[""None""]",,
1006nk,1006nk-20250802135643-1333737775465669,1333737775465669,False,"[""None""]",5,3
1006nk,1006nk-20250802215231-930237582791928,930237582791928,False,"[""None""]",2,1
1006nk,1006nk-20250803130631-1570667534242854,1570667534242854,False,"[""None""]",4,2
1006nk,1006nk-20250803153629-1351465493671456,1351465493671456,False,"[""None""]",4,2
1006nk,1006nk-20250803193533-905598228648257,905598228648257,True,"[""Explicit"",""Full""]",4,2
1006nk,1006nk-20250803233011-1194991079033800,1194991079033800,False,"[""None""]",3,2
1006nk,1006nk-20250804094252-1661080208214011,1661080208214011,False,"[""None""]",5,3
1006nk,1006nk-20250804150634-888561173923819,888561173923819,False,"[""None""]",4,1
1006nk,1006nk-20250805002612-1577951503243101,1577951503243101,False,"[""None""]",2,1
1006nk,1006nk-20250805150920-889323907293293,889323907293293,False,"[""None""]",4,2
1006nk,1006nk-20250805170916-1222541722731876,1222541722731876,False,"[""None""]",4,2
1006nk,1006nk-20250805190548-5193414847464395,5193414847464395,True,"[""Explicit"",""Full""]",5,3
1006nk,1006nk-20250806073651-900659275685461,900659275685461,False,"[""None""]",3,2
1006nk,1006nk-20250806130104-926633826700941,926633826700941,False,"[""None""]",3,2
1006nk,1006nk-20250806155902-1121154483378179,1121154483378179,False,"[""None""]",4,2
1006nk,1006nk-20250806164729-2377809735984208,2377809735984208,False,"[""None""]",4,2
1006nk,1006nk-20250806164822-907275051997884,907275051997884,True,"[""Implicit"",""Integrated""]",2,2
1006nk,1006nk-20250806193228-1188590960100121,1188590960100121,False,"[""None""]",4,0
1006nk,1006nk-20250806230849-4291712384422024,4291712384422024,False,"[""None""]",3,2
1006nk,1006nk-20250806231748-2125237224910080,2125237224910080,False,"[""None""]",4,1
1006nk,1006nk-20250807002136-751616990930632,751616990930632,False,"[""None""]",2,1
1006nk,1006nk-20250808201506-1560748061875188,1560748061875188,False,"[""None""]",5,3
1006nk,1006nk-20250812221608-895304369811956,895304369811956,False,"[""None""]",4,2
1006nk,1006nk-20250814211406-884731457790664,884731457790664,False,"[""None""]",5,3
1006nk,1006nk-20250822011624-793028009729347,793028009729347,False,"[""None""]",5,2
1006nk,1006nk-20250823082457-1232739048281896,1232739048281896,False,"[""None""]",,
1006nk,1006nk-20250823172848-33537812529199357,33537812529199357,False,"[""None""]",5,3
1006nk,1006nk-20250828161539-1322475206306121,1322475206306121,False,"[""None""]",4,2
1006nk,1006nk-20250830002246-2332500807259109,2332500807259109,False,"[""None""]",3,2
1006nk,1006nk-20250830093215-1189492193331366,1189492193331366,False,"[""None""]",2,1
1006nk,1006nk-20250901001203-1584467396197299,1584467396197299,True,"[""Implicit"",""Integrated""]",4,2
1006nk,1006nk-20250902003648-1600124847855902,1600124847855902,False,"[""None""]",4,2
1006nk,1006nk-20250904222359-1999069927355974,1999069927355974,False,"[""None""]",4,2
1006nk,1006nk-20250905054342-1806711990026427,1806711990026427,False,"[""None""]",4,2
1006nk,1006nk-20250905232634-1427642232333162,1427642232333162,False,"[""None""]",2,1
1006nk,1006nk-20250907035446-901824739051041,901824739051041,False,"[""None""]",3,2
1006nk,1006nk-20250908003048-4331866666959356,4331866666959356,False,"[""None""]",4,2
1006nk,1006nk-20250909141135-1446950427019431,1446950427019431,False,"[""None""]",4,2
1006nk,1006nk-20250914153900-1265551472331405,1265551472331405,False,"[""None""]",4,2
1006nk,1006nk-20250915142338-1688951052268510,1688951052268510,False,"[""None""]",2,1
1006nk,1006nk-20250915173234-1094656349465398,1094656349465398,False,"[""None""]",4,2
1006nk,1006nk-20250917010151-730120073315495,730120073315495,False,"[""None""]",2,1
1006nk,1006nk-20250924170413-1234244638841594,1234244638841594,False,"[""None""]",5,3
1006nk,1006nk-20250924210923-4306490176344927,4306490176344927,True,"[""Explicit"",""Full""]",5,3
1006nk,1006nk-20250926171916-865288543074830,865288543074830,False,"[""None""]",4,2
1006nk,1006nk-20250927154201-2117277412348727,2117277412348727,False,"[""None""]",2,1
1006nk,1006nk-20250927204013-1835435583781577,1835435583781577,False,"[""None""]",3,2
1006nk,1006nk-20251003193346-2097279797479793,2097279797479793,False,"[""None""]",4,1
1006nk,1006nk-20251005223016-1574453037155045,1574453037155045,False,"[""None""]",4,2
1006nk,1006nk-20251007061545-1226914756233005,1226914756233005,False,"[""None""]",4,1
1006nk,1006nk-20251012220720-4255082251445947,4255082251445947,False,"[""None""]",4,2
1006nk,1006nk-20251014080620-1696626787980449,1696626787980449,False,"[""None""]",4,2
1006nk,1006nk-20251015231114-2580243449013542,2580243449013542,True,"[""Explicit"",""Full""]",6,0
1006nk,1006nk-20251017154854-1160323115981837,1160323115981837,False,"[""None""]",4,2
1006nk,1006nk-20251017192051-1400456081011464,1400456081011464,False,"[""None""]",4,3
1006nk,1006nk-20251020134650-1983517702230454,1983517702230454,False,"[""None""]",,
1006nk,1006nk-20251022124742-896294849465141,896294849465141,False,"[""None""]",4,2
1006nk,1006nk-20251022131802-1900622570541947,1900622570541947,False,"[""None""]",5,3
1006nk,1006nk-20251024101045-831306886624901,831306886624901,False,"[""None""]",2,1
1006nk,1006nk-20251024200522-1847926022522686,1847926022522686,False,"[""None""]",5,3
1006nk,1006nk-20251027125916-2393398924414676,2393398924414676,False,"[""None""]",5,3
1006nk,1006nk-20251101213224-1446500243503981,1446500243503981,False,"[""None""]",4,3
1006nk,1006nk-20251107084954-1262834805751359,1262834805751359,False,"[""None""]",4,2
1006nk,1006nk-20251108200052-892149686505791,892149686505791,False,"[""None""]",5,3
1006nk,1006nk-20251108215234-919959003932896,919959003932896,False,"[""None""]",4,3
1006nk,1006nk-20251111005328-1703169604006555,1703169604006555,False,"[""None""]",3,2
1006nk,1006nk-20251111203034-804898969278990,804898969278990,False,"[""None""]",5,1
1006nk,1006nk-20251113095958-1937294973806632,1937294973806632,False,"[""None""]",4,2
1006nk,1006nk-20251119015902-1452996139895034,1452996139895034,True,"[""Implicit"",""Integrated""]",4,2
1006nk,1006nk-20251122042426-2456639834854843,2456639834854843,False,"[""None""]",2,1
1006nk,1006nk-20251122234803-2710582509277294,2710582509277294,False,"[""None""]",4,3
1006nk,1006nk-20251127165036-1283136540540444,1283136540540444,False,"[""None""]",2,1
1006nk,1006nk-20251128182759-1367703128439280,1367703128439280,False,"[""None""]",5,3
1006nk,1006nk-20251128230256-1688261629219237,1688261629219237,False,"[""None""]",2,2
1006nk,1006nk-20251201180734-895873283619821,895873283619821,False,"[""None""]",5,3
1006nk,1006nk-20251203215836-1296575912318800,1296575912318800,False,"[""None""]",4,2
1006nk,1006nk-20251205112240-1565377891356012,1565377891356012,False,"[""None""]",3,2
1006nk,1006nk-20251205113250-2544821959245330,2544821959245330,False,"[""None""]",3,2
1006nk,1006nk-20251216211129-1599566644664786,1599566644664786,False,"[""None""]",5,3
1006nk,1006nk-20251219133900-1432665035252834,1432665035252834,False,"[""None""]",5,3
1006nk,1006nk-20251224132853-1903391480334623,1903391480334623,True,"[""Explicit"",""Full""]",5,3
1006nk,1006nk-20251225222949-1719001442407665,1719001442407665,False,"[""None""]",5,2
1006nk,1006nk-20251227001826-1463635432428997,1463635432428997,False,"[""None""]",2,1
1006nk,1006nk-20260103155017-1189485299966414,1189485299966414,False,"[""None""]",4,2
1006nk,1006nk-20260103192533-750920648090312,750920648090312,False,"[""None""]",4,2
1006nk,1006nk-20260105013340-828469766911852,828469766911852,False,"[""None""]",5,3
1006nk,1006nk-20260106024542-2337043830093362,2337043830093362,False,"[""None""]",2,1
1006nk,1006nk-20260106144306-1408875870179093,1408875870179093,False,"[""None""]",4,3
1006nk,1006nk-20260107145928-872282892356650,872282892356650,False,"[""None""]",4,2
1006nk,1006nk-20260116100327-1260354215986402,1260354215986402,False,"[""None""]",3,2
1006nk,1006nk-20260121100312-1447889246900752,1447889246900752,False,"[""None""]",4,2
1006nk,1006nk-20260124004338-4201980690052049,4201980690052049,True,"[""Explicit"",""Integrated""]",3,0
1006nk,1006nk-20260125195823-897509772688194,897509772688194,False,"[""None""]",4,2
1105ya,1105ya-20250209040510-938429325310910,938429325310910,False,"[""None""]",2,2
1105ya,1105ya-20250306202217-4372884809697373,4372884809697373,False,"[""None""]",2,1
1105ya,1105ya-20250416123615-1868548027112934,1868548027112934,False,"[""None""]",1,2
1105ya,1105ya-20250423150605-757960347352602,757960347352602,False,"[""None""]",1,1
1105ya,1105ya-20250423170214-25954865170809540,25954865170809540,False,"[""None""]",2,1
1105ya,1105ya-20250424083704-1460453455503005,1460453455503005,True,"[""Implicit"",""Integrated""]",1,0
1105ya,1105ya-20250424103804-2107309306761698,2107309306761698,False,"[""None""]",2,1
1105ya,1105ya-20250427191246-898834839554759,898834839554759,False,"[""None""]",0,1
1105ya,1105ya-20250528012539-1967870180434703,1967870180434703,False,"[""None""]",2,1
1105ya,1105ya-20250530013117-1363330722233207,1363330722233207,False,"[""None""]",2,1
1105ya,1105ya-20250628113358-1675954567111168,1675954567111168,False,"[""None""]",3,2
1105ya,1105ya-20250706092930-904139819014014,904139819014014,False,"[""None""]",2,1
1105ya,1105ya-20250707094130-1069584905327516,1069584905327516,False,"[""None""]",2,1
1105ya,1105ya-20250712150211-1613714039660149,1613714039660149,False,"[""None""]",1,1
1105ya,1105ya-20250805161553-1427417412379006,1427417412379006,True,"[""Explicit Integrated""]",2,1
1105ya,1105ya-20250824224925-1445514200610592,1445514200610592,False,"[""None""]",3,2
1105ya,1105ya-20250828140947-3163617273820923,3163617273820923,False,"[""None""]",2,1
1105ya,1105ya-20250829030521-700054986408626,700054986408626,False,"[""None""]",2,1
1105ya,1105ya-20250829115428-869083875942162,869083875942162,False,"[""None""]",3,2
1105ya,1105ya-20250829175101-1613188076665671,1613188076665671,False,"[""None""]",2,1
1105ya,1105ya-20250829212236-1440134724367177,1440134724367177,False,"[""None""]",2,1
1105ya,1105ya-20250830111700-2519538425131477,2519538425131477,False,"[""None""]",2,1
1105ya,1105ya-20250831121604-1218264339884809,1218264339884809,False,"[""None""]",2,1
1105ya,1105ya-20250831143432-775484275597330,775484275597330,False,"[""None""]",1,1
1105ya,1105ya-20250901165048-1899400594282538,1899400594282538,False,"[""None""]",2,1
1105ya,1105ya-20250902203355-1646219163214578,1646219163214578,False,"[""None""]",2,1
1105ya,1105ya-20250902222940-2456739304781420,2456739304781420,False,"[""None""]",1,1
1105ya,1105ya-20250903053214-1229684089111072,1229684089111072,False,"[""None""]",1,1
1105ya,1105ya-20250903083049-1218613959792468,1218613959792468,True,"[""Explicit"",""Integrated""]",1,2
1105ya,1105ya-20250903181653-3973630742771106,3973630742771106,False,"[""None""]",2,2
1105ya,1105ya-20250905121836-1983826802342353,1983826802342353,False,"[""None""]",2,1
1105ya,1105ya-20250905144921-884705357655396,884705357655396,False,"[""None""]",2,1
1105ya,1105ya-20250907204621-1550108872908484,1550108872908484,True,"[""Implicit"",""Integrated""]",1,2
1105ya,1105ya-20250908023146-1398687445287580,1398687445287580,False,"[""None""]",2,1
1105ya,1105ya-20250909075324-4234063073589833,4234063073589833,False,"[""None""]",2,1
1105ya,1105ya-20250909075605-1937957040180651,1937957040180651,False,"[""None""]",3,2
1105ya,1105ya-20250910070651-1217450390510654,1217450390510654,False,"[""None""]",2,1
1105ya,1105ya-20250910120223-1653899725771758,1653899725771758,True,"[""Explicit"",""Full""]",1,0
1105ya,1105ya-20250910224846-924709870093623,924709870093623,False,"[""None""]",1,2
1105ya,1105ya-20250910230147-1618763192470106,1618763192470106,False,"[""None""]",2,1
1105ya,1105ya-20250911010834-1656243595532696,1656243595532696,False,"[""None""]",2,1
1105ya,1105ya-20250911140315-1567675661205768,1567675661205768,False,"[""None""]",2,1
