Influencer,videoName,visual_text,cluster_label,umap_1,umap_2
0_shufen,0_shufen-20250906090959-1433691898406543,"(1) The video starts with a young woman with long dark hair, wearing a patterned qipao-style halter top, lying down and speaking directly to the camera with a subtle smile. (2) She continues to talk, maintaining her posture while her facial expressions change slightly as she recounts a conversation. (3) At the end, she gives a slightly confused and incredulous look towards the camera as decorative text appears, followed by a cut to a black screen.",5,11.834518,6.5493937
0_shufen,0_shufen-20250906132124-657432210765866,"(1) A young woman with long dark hair, wearing a black lace-sleeved top and a light-colored bra, stands in profile in a dim indoor setting. She holds a black ice cream cone with two scoops and licks it while looking slightly off-camera. Behind her is a large, circular, glowing moon-like decoration and some green bamboo-like plants. (2) She stops licking the ice cream, turns her head to face the camera directly, and breaks into a wide, cheerful smile.",1,9.7342205,8.26327
0_shufen,0_shufen-20250906143729-1591259341910534,"(1) The video is a live-action recording of a young woman sitting inside a car. She is wearing a bright pink scoop-neck top and has a pink rabbit-ear filter with a large bow overlaid on her head. (2) She looks directly into the camera, using her right hand to gesture with one, two, and then three fingers as she lists points. (3) She maintains an expressive and playful facial expression, frequently tilting her head and pouting her lips while speaking.",5,11.679253,6.495351
0_shufen,0_shufen-20250906174039-894684720405347,"(1) A young woman with long dark hair, wearing a blue and gold floral pattern qipao-style top, is positioned in front of a plain, light-colored wall. She looks into the camera, smiling and gesturing slightly with her head as she speaks. (2) She maintains eye contact, her expression shifting to a bashful and shy smile as she continues her story. (3) The video cuts to a black screen at the very end while a different voice delivers a punchline.",1,13.470246,8.013979
0_shufen,0_shufen-20250906191843-1654263582228894,"(1) The video begins with a close-up of a female creator lying on a bed, wearing a black top and a pink bow sticker animation on her head, speaking directly to the camera. (2) B-roll overlays appear showing her in an outdoor garden holding a basin full of puppies, followed by footage of a mother dog nursing and the creator bottle-feeding a single puppy. (3) The scene shifts back to the talking creator as she gestures with her hands. (4) A transition occurs showing an adult brown-and-white dog in various settings, including a car and a backyard. (5) A series of quick cuts displays different holes dug into the concrete and dirt of a yard, with numbers 1 through 9 appearing sequentially on the screen. (6) A large hole exposing a white water pipe is shown prominently. (7) The video concludes with the creator smiling and gesturing while the dog is shown wearing a red and white striped shirt.",5,10.959526,5.54354
0_shufen,0_shufen-20250907041415-776152268880837,"(1) A young woman with long wavy dark hair, wearing large-frame purple-tinted glasses and a low-cut pink shirt, is sitting in the driver's seat of a car, speaking directly to the camera. (2) As she recounts her story, pink heart animations and digital blush effects appear on her face; she touches her mouth with her finger and looks playfully at the camera. (3) The camera zooms in significantly on her mouth and lower face as she continues the dialogue. (4) The scene shifts back to her full face with animated blue tear stickers flowing from her eyes and a barrage of floating text captions appearing as she expresses physical exhaustion and distress.",1,12.809212,8.562856
0_shufen,0_shufen-20250907052618-917708198102607,"(1) A young woman with long, dark hair and fair skin is leaning forward on a white table or surface. She is wearing an oversized white button-down shirt that is partially open, looking directly at the camera with a soft expression. (2) As the video progresses, she shifts her posture slightly, revealing a pink lace bra underneath the shirt. She maintains eye contact with a gentle smile and subtle head tilts.",1,13.219601,7.7231984
0_shufen,0_shufen-20250909231624-918933700645823,"(1) A young woman is lying on a bed with blue and white striped sheets, wearing a light blue low-cut top; her hand is initially held close to the camera lens, obscuring part of the frame. (2) She lowers her hand and smiles broadly at the camera while lying horizontally. (3) She maintains her position, smiling and making eye contact with the lens throughout the remainder of the clip.",1,13.704987,7.5661106
0_shufen,0_shufen-20250910042300-4565964073636444,"(1) A young woman with long dark hair and a red strap top looks directly into the camera, speaking with expressive facial movements. (2) She continues her narration, occasionally shifting her gaze and using subtle hand gestures as she tells a story. (3) During the conclusion of her story, the visual adds a yellow border effect and duplicating visual overlays to emphasize her final point. (4) She finishes speaking with a slight smile and a relaxed posture.",1,13.36082,7.9836135
0_shufen,0_shufen-20250910071400-935239535830022,"(1) A young woman with long black hair, wearing glasses and an off-shoulder black top, sits on the floor in front of white cabinets. She looks serious and holds a Doraemon plush toy. (2) A full-screen graphic appears with a pink background, featuring a cartoon bunny and interactive buttons for 'YES' and 'NO' regarding a channel subscription. (3) The woman reappears on screen, now smiling and gesturing with her hands as she introduces herself and begins to talk to the camera.",1,13.174885,7.435315
0_shufen,0_shufen-20250910134014-1227562825418616,"(1) A young woman with black hair in a pink t-shirt sits in a rustic indoor setting, looking down and rhythmically moving her hands as if preparing for a clap sequence. (2) Suddenly, a brown and white dog appears in her lap, and she holds its paws to make it 'dance' or react to the music. The camera zooms in on the dog's face as the woman smiles widely.",1,13.341038,7.4099793
0_shufen,0_shufen-20250910162646-1552439516047192,"(1) A young woman with long dark hair, wearing a pink short-sleeved top and a cartoon rabbit ear filter, is sitting in the driver's seat of a stationary car, speaking directly into the camera. (2) Various Chinese text overlays appear in the center of the frame; a small cartoon sticker of a person vomiting appears on the left; an inset image of a hand covered in a white, thick, viscous liquid is briefly shown to illustrate her story. (3) She continues talking with expressive facial movements, showing a mix of surprise and mild disgust, while gesturing slightly.",1,12.783916,8.601867
0_shufen,0_shufen-20250910181906-1712588466381954,"(1) The video begins with a close-up of a young woman with long dark hair, wearing a low-cut black top, facing the camera with a frustrated yet playful expression. (2) As she speaks, she gestures with her hands, pointing at herself and making small movements to emphasize her words. (3) Towards the end, she raises her hand with fingers slightly spread and then pulls it back, mimicking hesitation, ending with a slight frown and a playful look.",5,11.714229,6.416884
0_shufen,0_shufen-20250910193009-1825911321439722,"(1) A woman with long dark hair, wearing a pink tank top, sits at a table with a bucket of fried chicken and a can of Coca-Cola Zero; she is looking at her smartphone. (2) The video cuts rapidly between the woman and various clips of muscular men showing their abdominal muscles in different indoor settings like gyms and bedrooms. (3) The woman picks up a piece of fried chicken and a french fry while watching a video on her phone that depicts a man and a woman in a kitchen-like setting. (4) The woman reacts to the video on her phone by mimicking a gagging or disgusted facial expression while continuing to eat her meal.",4,10.129771,8.400954
0_shufen,0_shufen-20250910221808-752521324184106,"(1) The video is a static close-up shot of a young woman with long dark hair lying on a bed with her eyes closed, appearing to try to sleep. She is wearing a pink camisole. (2) She slightly moves her lips and shifts her head minutely against the white pillow. (3) The camera remains fixed on her face and upper torso until the end of the clip.",1,13.648139,7.444784
0_shufen,0_shufen-20250910221900-1827059617975966,"(1) A young woman with long dark hair, wearing a brown spaghetti strap top, is seen in a close-up shot lying on a bed with a blue and white striped sheet. She looks directly at the camera and speaks with an expressive facial expression. (2) As she narrates, she raises two fingers (index and middle) to illustrate a point. (3) She then raises three fingers (index, middle, ring) while continuing her story. (4) Finally, she holds her hand up with the palm facing the camera, showing her fingers and long manicured nails while smiling slightly.",1,13.68205,7.5954666
0_shufen,0_shufen-20250911084048-896432156127037,"(1) A young woman with long dark hair, wearing a light blue low-cut top and a white pleated skirt, stands in an indoor setting with a wooden cabinet behind her. She smiles broadly at the camera. (2) She continues to speak directly to the camera with animated facial expressions and slight swaying movements. (3) She leans slightly forward and extends both hands towards the camera in a cupping gesture while maintaining a cheerful expression.",1,13.290816,7.775015
0_shufen,0_shufen-20250911095903-4260731734242856,"(1) The video begins with a close-up of a young woman with long black hair, wearing a light blue top, holding a bottle of wine with a red label; she smiles and looks down toward the bottle. (2) The scene cuts to a medium shot where she is seen in a different pose, still holding the bottle, with a white refrigerator in the background; she appears cheerful. (3) She then tilts her head back and mimes drinking from the wine bottle while laughing, followed by a final shot where she sits on the floor looking down pensively at the bottle.",5,11.361837,6.483666
0_shufen,0_shufen-20250912002603-1449114766806030,"(1) The video starts with a close-up of a young woman lying back on a grey textured surface, wearing a green and white patterned bikini top. A digital filter of pink bunny ears and a bow is applied to her head, with small white dots on her cheeks. (2) She looks directly into the camera, smiling and talking while gesturing slightly with her head. A decorative question box with a mouse cursor icon appears over her chest area. (3) Throughout the video, she maintains eye contact, her facial expressions shifting between storytelling and laughing at the end.",5,11.555414,6.4098682
0_shufen,0_shufen-20250912012117-1790269458323474,"(1) A young woman with long black hair, bangs, and a red camisole is lying on a bed in a bright room, resting her chin on her right hand and looking into the camera. (2) As she begins to speak, her facial expression changes from neutral to expressive, making hand gestures with her left hand to emphasize her words. (3) She continues talking with a playful smile, eventually pointing her finger towards the lens before the screen cuts to black.",1,13.672399,7.674862
0_shufen,0_shufen-20250912151159-1969397717344780,"(1) The video begins with a close-up of a young woman with long dark hair, wearing a shimmering pink sequined dress with thin straps. She is looking directly into the camera with a playful expression. (2) She speaks to the camera, leaning slightly forward, which emphasizes her attire. Her facial expressions are animated and flirtatious. (3) Towards the end of the clip, she smiles broadly and lets out a small laugh, maintaining direct eye contact with the lens.",5,11.72135,6.458275
0_shufen,0_shufen-20250912171559-4295381947399091,"(1) A young woman with long dark hair, wearing a navy blue sailor-style top, lies prone on a bed, looking directly into the camera with a subtle, knowing smile. (2) As she speaks, she uses hand gestures—pointing a finger and touching her ear—while her facial expressions shift between playfulness and mock confusion. (3) She maintains her position on the bed throughout the video, ending with a calm expression as a sound effect plays.",1,13.696279,7.509323
0_shufen,0_shufen-20250917190739-1971244733427815,"(1) A young woman with long dark hair is seen in a close-up shot, wearing a purple tank top. She looks directly at the camera with an expressive, slightly pouting face and gestures with her right index finger toward her cheek. (2) She continues to talk to the camera, shifting her hand to her chin and then pointing upwards while maintaining eye contact. (3) The camera remains static as she asks a second question, occasionally tilting her head and using subtle hand gestures near her face to emphasize her points.",1,13.334933,7.9120903
0_shufen,0_shufen-20250918164511-1593137371730113,"(1) The video starts with a close-up of a young woman with long black hair, wearing heavy makeup, a brown camisole, and a necklace. She touches her cheek with her hand and looks slightly away from the camera. (2) She turns her head to look directly at the camera while speaking, her expression shifting from a slight pout to a gentle smile. (3) She continues to gesture with her hand near her neck and chest area as she finishes her sentence, maintaining a warm and intimate eye contact with the viewer.",5,11.724043,6.4307823
0_shufen,0_shufen-20250923155056-2073803733407582,"(1) A young woman with long dark hair wearing a purple spaghetti-strap top sits in front of a camera in an indoor setting. She initially looks pensive, resting her finger on her chin. (2) As she speaks, her facial expressions change from serious to playful, with occasional head tilts. (3) In the final phase, she looks directly at the camera with a subtle smirk while delivering a joke, maintaining her pose with her hand near her face.",1,13.470287,7.973013
0_shufen,0_shufen-20250929192330-1397133678519452,"(1) A young woman with long dark hair, wearing a purple spaghetti-strap top and denim shorts, stands indoors looking directly at the camera. She starts speaking with an expressive, slightly annoyed facial expression, gesturing with her head. (2) As she continues her monologue, she leans slightly closer to the lens, her eyebrows furrowing and then relaxing as she recounts a dialogue. (3) She looks upward briefly as if mimicking someone thinking, then looks back at the camera to deliver the final statement with a smirk of disbelief.",1,13.497497,8.031651
0_shufen,0_shufen-20250930013642-1674118730414498,"(1) The video begins with a silhouette of a man kneeling to propose to a woman in front of the Eiffel Tower at sunset, followed by a close-up of a diamond ring being placed on a finger. (2) At 00:03, there is a sharp transition to a real-life outdoor setting where a young woman with long dark hair and sunglasses on her head smiles at the camera. (3) She mimics the finger gesture of the previous scene but reveals a Toyota car key instead of a ring, then steps back to lean against a white Toyota car, posing with a confident smile.",5,11.098376,4.981466
0_shufen,0_shufen-20251005004704-1312076044286364,"(1) A young woman with long dark hair and heavy makeup, wearing a pink sequined top, is shown in a close-up shot. She is touching her right cheek with her index finger and looking into the camera with a slight smile. A social media comment overlay is centered on the screen. (2) She moves her hand away slightly and begins speaking or mouthing words to the camera with a playful, expressive facial movement, maintaining direct eye contact with the viewer.",1,13.501094,8.131957
0_shufen,0_shufen-20251005114332-1672639147236144,"(1) A young woman with long dark hair and light makeup, wearing a purple spaghetti-strap top, looks directly into the camera in an indoor setting. She starts speaking with an expressive face, using her right hand to gesture while pointing towards her hair and face. (2) As she continues to speak, her expression shifts from narrative to more animated and slightly aggrieved for comedic effect. She moves her head and shoulders while maintaining eye contact with the lens. (3) Toward the end, she adjusts her facial expression to a playful and slightly pouting look while delivering the final part of her speech.",1,13.520844,8.117455
0_shufen,0_shufen-20251008045204-1973821920219234,"(1) A young woman with long black hair, wearing a blue denim-style dress, stands in a dimly lit outdoor environment at night. She holds a lit traditional paper lantern with illustrations on it. She looks directly into the camera with a gentle smile. (2) She shifts her weight slightly and adjusts the lantern, maintaining eye contact and a cheerful expression. (3) She continues to pose with the lantern as the warm light illuminates her face and the immediate surroundings, while the background remains dark with faint garden-like structures.",1,12.794453,7.9082694
0_shufen,0_shufen-20251011183947-3743846762424272,"(1) The video is a live-action close-up shot of a young woman with long dark hair, wearing a purple tank top, lying on a bed or soft surface. She looks directly at the camera with a surprised facial expression, resting her chin on her hand. (2) She shifts her hand to her cheek and begins pouting slightly while speaking, her eyes moving as she expresses emotion. (3) She continues talking, maintaining the close-up perspective with subtle head tilts and varied facial expressions reflecting frustration and humor.",1,11.755054,6.534387
0_shufen,0_shufen-20251020112352-1226625612257659,"(1) The video opens with a close-up shot of a small, green layered cake decorated with white frosting and a 'Happy Birthday' topper. Behind it, a woman with long dark hair smiles warmly at the camera. (2) The scene cuts to a medium shot where the woman, wearing a black strapless top and blue denim jeans, holds the cake and blows out the lit candle. (3) A series of poses follow, showing her sitting and standing against a wooden wall background, smiling, pouting, and looking into the camera while presenting the cake in various angles.",5,11.268506,6.6863456
0_shufen,0_shufen-20251023124807-26148841931367902,"(1) The video starts with a heavily blurred view of a grey tiled floor, simulating impaired vision from a first-person perspective. (2) A young woman with long dark hair, wearing a white top, enters the frame from above, looking concernedly at the camera and gesturing with her hands. (3) The scene cuts to the woman leading the camera (POV) through a doorway into a bright, well-lit room. (4) The woman looks back at the camera with a playful smile and points toward a large, round wooden bathtub situated in the center of the room.",5,11.838936,6.3514695
0_shufen,0_shufen-20251030004616-1463068988755276,"(1) A young woman with long dark hair, wearing a light blue top and white cardigan, is walking through an outdoor evening street market with shops in the background. She initially looks slightly confused and looks towards the camera. (2) She stops and listens, maintaining a neutral but attentive facial expression while nodding slightly. (3) She looks directly into the lens, smiles subtly, and delivers a quick verbal response with a playful yet sharp expression before the video ends.",1,12.716558,8.106253
0_shufen,0_shufen-20251030004957-1224032665953959,"(1) A person is completely covered by a large white sheet, sitting upright with their arms holding the edges of the sheet outward to resemble a ghost or a sculptural figure. The background is a white wall with red decals of string instruments. (2) The scene cuts to a low-angle rear view of the figure kneeling on a tiled floor, performing a rhythmic, swaying hip movement under the sheet as the lighting shifts to a dim, reddish tone. (3) The shot changes to the figure lying flat on a bed, fully covered by the white sheet, with a vertical light glare effect moving across the screen. (4) The visual returns to the initial seated ghost-like pose against the wall.",0,13.420801,7.0650835
0_shufen,0_shufen-20251031110256-1879146389459228,"(1) The video is a non-live-action photo slideshow. It begins with a close-up of a smiling infant baby's face. (2) Subsequent photos show the baby in a red baby walker, sitting with a large Garfield plush, and laughing in a red bathtub. (3) The scene transitions to the child as a young girl with short hair, wearing a red dress and later a blue sweater. (4) Further photos depict her as a teenager wearing glasses at a birthday party and standing with a female friend outdoors. (5) The final segment shows her as an adult in various settings: taking mirror selfies, posing in a black slit dress at a bar, wearing branded black underwear, soaking in a wooden hot tub, and holding a small birthday cake.",5,11.152133,5.5296044
