influencer,media_id,creation_time,expected_filename,more5min,prompt_emb,video_emb,audio_emb
yga0721,8.73927E+14,2025-05-20 12:29:08+00:00,yga0721-20250522101914-873927072112123.mp4,0,1,1,1
yga0721,2.60582E+15,2025-05-21 12:00:16+00:00,yga0721-20250522113022-2605824863107374.mp4,0,1,1,1
yga0721,1.45497E+15,2025-05-22 11:56:42+00:00,yga0721-20250523150647-1454968552999354.mp4,0,1,1,1
yga0721,1.41659E+15,2025-05-24 04:26:35+00:00,yga0721-20250526152641-1416585346683467.mp4,0,1,1,1
yga0721,1.94179E+15,2025-05-26 12:00:00+00:00,yga0721-20250709084015-1941790690091288.mp4,0,1,1,1
yga0721,1.25748E+15,2025-05-27 11:03:53+00:00,yga0721-20250529215949-1257480859591563.mp4,0,1,1,1
yga0721,1.25718E+15,2025-05-27 13:02:55+00:00,yga0721-20250616052548-1257175609627307.mp4,0,1,1,1
yga0721,2.70685E+15,2025-05-28 04:13:40+00:00,yga0721-20250829080756-2706850363035029.mp4,0,1,1,1
yga0721,1.3938E+15,2025-05-28 05:01:08+00:00,yga0721-20250912072517-1393799935822109.mp4,0,1,1,1
yga0721,8.36728E+14,2025-05-30 12:04:41+00:00,yga0721-20250531012447-836728099343237.mp4,0,1,1,1
yga0721,1.83261E+15,2025-06-01 12:32:32+00:00,yga0721-20250602002243-1832611984112063.mp4,0,1,1,1
yga0721,1.99344E+15,2025-06-03 11:52:46+00:00,yga0721-20250604215252-1993435711610587.mp4,0,1,1,1
yga0721,2.59505E+16,2025-06-04 12:00:06+00:00,yga0721-20250721201254-25950549954575805.mp4,0,1,1,1
yga0721,1.39839E+15,2025-06-05 11:30:44+00:00,yga0721-20250606013050-1398393441780729.mp4,0,1,1,1
yga0721,1.40202E+15,2025-06-06 12:37:14+00:00,yga0721-20250609090720-1402024218067507.mp4,0,1,1,1
yga0721,1.44959E+15,2025-06-09 12:00:00+00:00,yga0721-20250629233447-1449591370216406.mp4,0,1,1,1
yga0721,7.41985E+14,2025-06-10 04:10:15+00:00,yga0721-20250728002308-741984545640716.mp4,0,1,1,1
yga0721,7.34449E+14,2025-06-10 12:03:11+00:00,yga0721-20250611065317-734448796165919.mp4,0,1,1,1
yga0721,2.36089E+15,2025-06-10 13:06:28+00:00,yga0721-20250611065634-2360894914350137.mp4,0,1,1,1
yga0721,1.4148E+15,2025-06-11 12:34:45+00:00,yga0721-20250919011014-1414797209996996.mp4,0,1,1,1
yga0721,1.215E+15,2025-06-12 12:04:15+00:00,yga0721-20250613070422-1215001484101811.mp4,0,1,1,1
yga0721,8.74495E+14,2025-06-13 12:11:39+00:00,yga0721-20250616013144-874494918837112.mp4,0,1,1,1
yga0721,5.18769E+15,2025-06-16 12:00:12+00:00,yga0721-20250619155016-5187689608122001.mp4,0,1,1,1
yga0721,2.06889E+15,2025-06-17 11:51:00+00:00,yga0721-20250628071940-2068888097298707.mp4,0,1,1,1
yga0721,1.61322E+15,2025-06-18 11:57:46+00:00,yga0721-20250627230621-1613223593356507.mp4,0,1,1,1
yga0721,1.0859E+15,2025-06-19 13:01:59+00:00,yga0721-20250630124033-1085900153665565.mp4,0,1,1,1
yga0721,9.0528E+14,2025-06-20 12:01:56+00:00,yga0721-20250723133158-905280195794320.mp4,0,1,1,1
yga0721,4.46663E+15,2025-06-21 13:04:36+00:00,yga0721-20250629100015-4466633000236611.mp4,0,1,1,1
yga0721,2.55316E+16,2025-06-22 12:44:46+00:00,yga0721-20250708005459-25531643466507774.mp4,0,1,1,1
yga0721,1.55109E+15,2025-06-23 12:00:00+00:00,yga0721-20250711010622-1551087129303341.mp4,0,1,1,1
yga0721,1.69638E+15,2025-06-23 13:25:29+00:00,yga0721-20250706214259-1696376831333422.mp4,0,1,1,1
yga0721,2.10003E+15,2025-06-24 11:54:04+00:00,yga0721-20250706123635-2100026870760104.mp4,0,1,1,1
yga0721,2.5955E+16,2025-06-25 11:50:12+00:00,yga0721-20250718012706-25955036230759552.mp4,0,1,1,1
yga0721,8.81025E+14,2025-06-26 11:34:45+00:00,yga0721-20250711025747-881024924693052.mp4,0,1,1,1
yga0721,7.83574E+14,2025-06-26 12:06:19+00:00,yga0721-20250712050033-783573714778400.mp4,0,1,1,1
yga0721,2.08736E+15,2025-06-27 12:38:54+00:00,yga0721-20250706163809-2087360868696909.mp4,0,1,1,1
yga0721,1.80063E+15,2025-06-30 12:01:49+00:00,yga0721-20250710113531-1800633310644500.mp4,0,1,1,1
yga0721,7.81186E+14,2025-07-02 11:51:01+00:00,yga0721-20251119153452-781186238348935.mp4,0,1,1,1
yga0721,1.64631E+15,2025-07-03 12:07:43+00:00,yga0721-20250725073712-1646308060054770.mp4,0,1,1,1
yga0721,2.09854E+15,2025-07-05 04:14:13+00:00,yga0721-20250802031151-2098540644236064.mp4,0,1,1,1
yga0721,2.64069E+16,2025-07-06 04:10:28+00:00,yga0721-20250911190449-26406887015602079.mp4,0,1,1,1
yga0721,8.66453E+14,2025-07-06 13:11:59+00:00,yga0721-20250804225118-866453429346134.mp4,0,1,1,1
yga0721,2.89656E+15,2025-07-07 11:02:02+00:00,yga0721-20250715162131-2896557257348821.mp4,0,1,1,1
yga0721,2.54945E+16,2025-07-07 11:58:40+00:00,yga0721-20251202103731-25494526250250449.mp4,0,1,1,1
yga0721,1.45861E+15,2025-07-08 12:06:27+00:00,yga0721-20250719104325-1458608025866010.mp4,0,1,1,1
yga0721,1.4089E+15,2025-07-09 12:00:24+00:00,yga0721-20250806214413-1408898277454591.mp4,0,1,1,1
yga0721,3.25159E+15,2025-07-09 12:56:24+00:00,yga0721-20260117032651-3251586911683343.mp4,0,1,1,1
yga0721,9.14954E+14,2025-07-10 12:08:22+00:00,yga0721-20251019035212-914954481483519.mp4,0,1,1,1
yga0721,1.39736E+15,2025-07-11 12:03:49+00:00,yga0721-20250730203416-1397359574748953.mp4,0,1,1,1
yga0721,9.03148E+14,2025-07-13 04:15:32+00:00,yga0721-20260114184559-903147928866353.mp4,0,1,1,1
yga0721,1.53523E+15,2025-07-16 11:34:08+00:00,yga0721-20250728184551-1535225580900095.mp4,0,1,1,1
yga0721,1.91632E+15,2025-07-16 12:16:13+00:00,yga0721-20250727052450-1916318729761730.mp4,0,1,1,1
yga0721,1.5747E+15,2025-07-17 12:15:01+00:00,yga0721-20250729230027-1574700413751901.mp4,0,1,1,1
yga0721,1.6419E+15,2025-07-21 11:29:09+00:00,yga0721-20250830085646-1641900773486005.mp4,0,1,1,1
yga0721,1.25748E+15,2025-07-21 14:43:25+00:00,yga0721-20250728102646-1257482552967972.mp4,0,1,1,1
yga0721,8.24915E+14,2025-07-22 12:34:19+00:00,yga0721-20250805082209-824914737270954.mp4,0,1,1,1
yga0721,1.43366E+15,2025-07-25 12:29:36+00:00,yga0721-20250907160259-1433663305146799.mp4,0,1,1,1
yga0721,2.30635E+15,2025-07-25 13:37:17+00:00,yga0721-20250731003224-2306346656531665.mp4,0,1,1,1
yga0721,1.47086E+15,2025-07-28 11:31:07+00:00,yga0721-20250806204259-1470864631424770.mp4,0,1,1,1
yga0721,9.82281E+14,2025-07-28 12:32:23+00:00,yga0721-20250806183204-982280837529664.mp4,0,1,1,1
yga0721,1.2626E+15,2025-07-31 11:48:57+00:00,yga0721-20250806111807-1262603739046124.mp4,0,1,1,1
yga0721,1.234E+15,2025-08-01 11:33:30+00:00,yga0721-20250814134808-1234004988869747.mp4,0,1,1,1
yga0721,1.83823E+15,2025-08-04 08:59:58+00:00,yga0721-20250807095722-1838233604230111.mp4,0,1,1,1
yga0721,1.38026E+15,2025-08-04 11:38:52+00:00,yga0721-20250806115252-1380261233365490.mp4,0,1,1,1
yga0721,7.51081E+14,2025-08-04 12:34:59+00:00,yga0721-20250807022618-751080864325860.mp4,0,1,1,1
yga0721,1.40593E+15,2025-08-04 13:25:56+00:00,yga0721-20250807001910-1405927801032612.mp4,0,1,1,1
yga0721,1.20981E+15,2025-08-05 11:57:58+00:00,yga0721-20250807004046-1209805667525406.mp4,0,1,1,1
yga0721,8.96951E+14,2025-08-06 11:30:33+00:00,yga0721-20250821133159-896951252717299.mp4,0,1,1,1
yga0721,1.20657E+15,2025-08-07 11:32:52+00:00,yga0721-20250821123310-1206568468289055.mp4,0,1,1,1
yga0721,1.24486E+15,2025-08-11 11:49:53+00:00,yga0721-20250812021958-1244855834282428.mp4,0,1,1,1
yga0721,9.24138E+14,2025-08-12 11:37:29+00:00,yga0721-20251030161700-924138466826823.mp4,0,1,1,1
yga0721,1.93019E+15,2025-08-12 12:25:10+00:00,yga0721-20250813172207-1930190404243851.mp4,0,1,1,1
yga0721,1.31021E+15,2025-08-13 13:24:46+00:00,yga0721-20250814075453-1310205954200438.mp4,0,1,1,1
yga0721,1.555E+15,2025-08-14 11:55:24+00:00,yga0721-20250815001530-1555000902224470.mp4,0,1,1,1
yga0721,7.81015E+14,2025-08-15 04:08:26+00:00,yga0721-20250816165830-781014501072898.mp4,0,1,1,1
yga0721,1.2543E+15,2025-08-15 11:58:13+00:00,yga0721-20250815212818-1254296250142147.mp4,0,1,1,1
yga0721,9.52752E+14,2025-08-16 04:14:32+00:00,yga0721-20251119071610-952752077924332.mp4,0,1,1,1
yga0721,2.30249E+15,2025-08-18 11:32:24+00:00,yga0721-20250819065659-2302485320274289.mp4,0,1,1,1
yga0721,4.24003E+15,2025-08-18 12:11:44+00:00,yga0721-20250818233149-4240028686249942.mp4,0,1,1,1
yga0721,9.02714E+14,2025-08-19 12:21:57+00:00,yga0721-20250821225202-902713689074892.mp4,0,1,1,1
yga0721,1.81029E+15,2025-08-20 11:51:08+00:00,yga0721-20250821202113-1810293213017862.mp4,0,1,1,1
yga0721,1.44165E+15,2025-08-22 11:59:13+00:00,yga0721-20250822234919-1441649583984325.mp4,0,1,1,1
yga0721,1.85278E+15,2025-08-23 04:14:02+00:00,yga0721-20250823143407-1852784162070780.mp4,0,1,1,1
yga0721,1.41347E+15,2025-08-25 11:32:12+00:00,yga0721-20250828230651-1413473406899447.mp4,0,1,1,1
yga0721,1.56904E+15,2025-08-26 12:13:08+00:00,yga0721-20250826224319-1569044451047267.mp4,0,1,1,1
yga0721,1.22175E+15,2025-08-28 11:45:30+00:00,yga0721-20250913095540-1221745036716562.mp4,0,1,1,1
yga0721,1.61715E+15,2025-08-29 04:31:18+00:00,yga0721-20250831153124-1617152479473683.mp4,0,1,1,1
yga0721,2.09451E+15,2025-08-29 11:39:51+00:00,yga0721-20250829232008-2094510238056050.mp4,0,1,1,1
yga0721,1.1663E+15,2025-08-30 04:03:24+00:00,yga0721-20250901144331-1166295868722580.mp4,0,1,1,1
yga0721,1.72775E+15,2025-08-31 04:55:00+00:00,yga0721-20250901153505-1727749354874830.mp4,0,1,1,1
yga0721,8.93272E+14,2025-09-01 11:25:50+00:00,yga0721-20250903125607-893272263061223.mp4,0,1,1,1
yga0721,1.24154E+15,2025-09-02 11:27:41+00:00,yga0721-20250903204804-1241542274066298.mp4,0,1,1,1
yga0721,1.18498E+15,2025-09-03 11:54:27+00:00,yga0721-20250904064433-1184984440075240.mp4,0,1,1,1
yga0721,1.6705E+15,2025-09-03 13:01:04+00:00,yga0721-20250921231110-1670501744110809.mp4,0,1,1,1
yga0721,1.43132E+15,2025-09-04 12:00:51+00:00,yga0721-20250910111103-1431321738604586.mp4,0,1,1,1
yga0721,1.35008E+15,2025-09-06 04:17:15+00:00,yga0721-20250920212153-1350077320140330.mp4,0,1,1,1
yga0721,1.60717E+15,2025-09-08 12:27:26+00:00,yga0721-20250923213751-1607174237144404.mp4,0,1,1,1
yga0721,1.20834E+15,2025-09-10 11:27:11+00:00,yga0721-20250913013718-1208344100967893.mp4,0,1,1,1
yga0721,1.42734E+15,2025-09-10 12:51:38+00:00,yga0721-20250912230145-1427336525769340.mp4,0,1,1,1
yga0721,1.62929E+15,2025-09-11 11:34:02+00:00,yga0721-20250913225418-1629294755090706.mp4,0,1,1,1
yga0721,1.17073E+15,2025-09-12 14:37:12+00:00,yga0721-20250915014718-1170732085262688.mp4,0,1,1,1
yga0721,8.8396E+14,2025-09-14 04:03:03+00:00,yga0721-20250916142353-883959514446516.mp4,0,1,1,1
yga0721,1.62135E+15,2025-09-14 12:00:30+00:00,yga0721-20250915075121-1621352925689269.mp4,0,1,1,1
yga0721,1.42339E+15,2025-09-15 12:30:02+00:00,yga0721-20250916095838-1423390462591004.mp4,0,0,1,1
yga0721,2.62845E+16,2025-09-16 11:30:00+00:00,yga0721-20250918230008-26284463754516718.mp4,0,1,1,1
